"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CONCEPCION (000)",52546,13071,14847,10733,8756,5139
"Hombres (001)",25411,6599,7420,5028,3998,2366
"Mujeres (002)",27135,6472,7427,5705,4758,2773
"PEA (003)",19753,344,6123,6684,5004,1598
"Hombres (004)",12996,209,4114,4330,3241,1102
"Mujeres (005)",6757,135,2009,2354,1763,496
"Ocupada (006)",18961,329,5698,6461,4910,1563
"Hombres (007)",12466,201,3857,4172,3163,1073
"Mujeres (008)",6495,128,1841,2289,1747,490
"Desocupada (009)",792,15,425,223,94,35
"Hombres (010)",530,8,257,158,78,29
"Mujeres (011)",262,7,168,65,16,6
"No PEA (012)",32793,12727,8724,4049,3752,3541
"Hombres (013)",12415,6390,3306,698,757,1264
"Mujeres (014)",20378,6337,5418,3351,2995,2277
,,,,,,
"URBANA (018)",27297,6009,7947,5768,4766,2807
"Hombres (019)",12936,3090,3873,2562,2138,1273
"Mujeres (020)",14361,2919,4074,3206,2628,1534
"PEA (021)",11574,233,3451,3970,3036,884
"Hombres (022)",6722,135,2057,2242,1757,531
"Mujeres (023)",4852,98,1394,1728,1279,353
"Ocupada (024)",11123,227,3210,3835,2983,868
"Hombres (025)",6458,133,1937,2155,1713,520
"Mujeres (026)",4665,94,1273,1680,1270,348
"Desocupada (027)",451,6,241,135,53,16
"Hombres (028)",264,2,120,87,44,11
"Mujeres (029)",187,4,121,48,9,5
"No PEA (030)",15723,5776,4496,1798,1730,1923
"Hombres (031)",6214,2955,1816,320,381,742
"Mujeres (032)",9509,2821,2680,1478,1349,1181
,,,,,,
"RURAL (036)",25249,7062,6900,4965,3990,2332
"Hombres (037)",12475,3509,3547,2466,1860,1093
"Mujeres (038)",12774,3553,3353,2499,2130,1239
"PEA (039)",8179,111,2672,2714,1968,714
"Hombres (040)",6274,74,2057,2088,1484,571
"Mujeres (041)",1905,37,615,626,484,143
"Ocupada (042)",7838,102,2488,2626,1927,695
"Hombres (043)",6008,68,1920,2017,1450,553
"Mujeres (044)",1830,34,568,609,477,142
"Desocupada (045)",341,9,184,88,41,19
"Hombres (046)",266,6,137,71,34,18
"Mujeres (047)",75,3,47,17,7,1
"No PEA (048)",17070,6951,4228,2251,2022,1618
"Hombres (049)",6201,3435,1490,378,376,522
"Mujeres (050)",10869,3516,2738,1873,1646,1096
