"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia CHURCAMPA",,,,,,,
"Viviendas particulares (001)",11054,1040,181,128,7039,1151,1515
"Ocupantes presentes (002)",43771,3347,738,537,28113,4874,6162
"Casa independiente",,,,,,,
"Viviendas particulares (004)",10634,899,176,126,6939,1085,1409
"Ocupantes presentes (005)",42340,3003,719,531,27789,4596,5702
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",5,1,,1,3,,
"Ocupantes presentes (008)",17,4,,5,8,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",15,13,,,1,,1
"Ocupantes presentes (011)",55,40,,,6,,9
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",166,118,,1,40,6,1
"Ocupantes presentes (014)",443,281,,1,144,15,2
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",224,7,5,,55,54,103
"Ocupantes presentes (017)",894,12,19,,165,254,444
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",8,1,,,1,5,1
"Ocupantes presentes (023)",17,3,,,1,8,5
"Otro tipo",,,,,,,
"Viviendas particulares (025)",2,1,,,,1,
"Ocupantes presentes (026)",5,4,,,,1,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",2476,674,28,69,1608,40,57
"Ocupantes presentes (029)",9051,2149,98,274,6185,115,230
"Casa independiente",,,,,,,
"Viviendas particulares (031)",2286,541,28,67,1563,32,55
"Ocupantes presentes (032)",8527,1821,98,268,6026,95,219
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",5,1,,1,3,,
"Ocupantes presentes (035)",17,4,,5,8,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",15,13,,,1,,1
"Ocupantes presentes (038)",55,40,,,6,,9
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",166,118,,1,40,6,1
"Ocupantes presentes (041)",443,281,,1,144,15,2
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",4,1,,,1,2,
"Ocupantes presentes (050)",9,3,,,1,5,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",8578,366,153,59,5431,1111,1458
"Ocupantes presentes (056)",34720,1198,640,263,21928,4759,5932
"Casa independiente",,,,,,,
"Viviendas particulares (058)",8348,358,148,59,5376,1053,1354
"Ocupantes presentes (059)",33813,1182,621,263,21763,4501,5483
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",224,7,5,,55,54,103
"Ocupantes presentes (071)",894,12,19,,165,254,444
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",4,,,,,3,1
"Ocupantes presentes (077)",8,,,,,3,5
"Otro tipo",,,,,,,
"Viviendas particulares (079)",2,1,,,,1,
"Ocupantes presentes (080)",5,4,,,,1,
