"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",3869,3082,347,244,196
"Sin nivel (001)",304,297,5,2,
"Educación inicial (002)",6,6,,,
"Primaria (003)",1026,966,44,7,9
"Secundaria (004)",1536,1347,83,37,69
"Superior no univ. incompleta (005)",217,159,28,19,11
"Superior no univ. completa (006)",437,199,98,86,54
"Superior univ. incompleta (007)",74,35,11,16,12
"Superior univ. completa (008)",269,73,78,77,41
"De 06 a 14 años (010)",69,65,4,,
"Sin nivel (011)",1,1,,,
"Primaria (013)",36,33,3,,
"Secundaria (014)",32,31,1,,
"De 15 a 29 años (020)",1076,860,90,52,74
"Sin nivel (021)",11,10,1,,
"Educación inicial (022)",3,3,,,
"Primaria (023)",138,129,7,1,1
"Secundaria (024)",634,539,43,18,34
"Superior no univ. incompleta (025)",98,73,10,7,8
"Superior no univ. completa (026)",134,84,14,20,16
"Superior univ. incompleta (027)",24,11,5,4,4
"Superior univ. completa (028)",34,11,10,2,11
"De 30 a 44 años (030)",1214,868,148,119,79
"Sin nivel (031)",47,45,1,1,
"Educación inicial (032)",3,3,,,
"Primaria (033)",215,196,14,3,2
"Secundaria (034)",496,435,26,12,23
"Superior no univ. incompleta (035)",81,58,12,8,3
"Superior no univ. completa (036)",217,86,57,46,28
"Superior univ. incompleta (037)",27,13,5,6,3
"Superior univ. completa (038)",128,32,33,43,20
"De 45 a 64 años (040)",1031,827,96,69,39
"Sin nivel (041)",106,103,3,,
"Primaria (043)",374,354,14,1,5
"Secundaria (044)",312,284,11,7,10
"Superior no univ. incompleta (045)",32,23,5,4,
"Superior no univ. completa (046)",79,23,27,19,10
"Superior univ. incompleta (047)",22,11,1,6,4
"Superior univ. completa (048)",106,29,35,32,10
"De 65 y más años (050)",479,462,9,4,4
"Sin nivel (051)",139,138,,1,
"Primaria (053)",263,254,6,2,1
"Secundaria (054)",62,58,2,,2
"Superior no univ. incompleta (055)",6,5,1,,
"Superior no univ. completa (056)",7,6,,1,
"Superior univ. incompleta (057)",1,,,,1
"Superior univ. completa (058)",1,1,,,
,,,,,
"URBANA (060)",2857,2165,285,233,174
"Sin nivel (061)",150,143,5,2,
"Educación inicial (062)",3,3,,,
