"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia YAROWILCA",,,,,,,,
"Viviendas particulares (001)",8160,7984,97,2,7,62,7,1
"Ocupantes presentes (002)",32339,31767,331,12,11,196,21,1
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",8045,7871,96,1,7,62,7,1
"Ocupantes presentes (005)",32023,31459,330,5,11,196,21,1
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",3,2,,1,,,,
"Ocupantes presentes (014)",11,4,,7,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",110,110,,,,,,
"Ocupantes presentes (017)",301,301,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",2,1,1,,,,,
"Ocupantes presentes (023)",4,3,1,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",1995,1871,62,2,7,49,4,
"Ocupantes presentes (029)",7883,7489,206,12,11,153,12,
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",1990,1868,61,1,7,49,4,
"Ocupantes presentes (032)",7868,7482,205,5,11,153,12,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",3,2,,1,,,,
"Ocupantes presentes (041)",11,4,,7,,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",2,1,1,,,,,
"Ocupantes presentes (050)",4,3,1,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",6165,6113,35,,,13,3,1
"Ocupantes presentes (056)",24456,24278,125,,,43,9,1
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",6055,6003,35,,,13,3,1
"Ocupantes presentes (059)",24155,23977,125,,,43,9,1
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",110,110,,,,,,
"Ocupantes presentes (071)",301,301,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
