"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia SECHURA (000)",15117,120,5401,5601,1697,514,214,53,5,,1512
"Sin Nivel (001)",1282,23,473,433,123,54,23,12,,,141
"Educación Inicial (002)",66,,31,18,4,1,,,,,12
"Primaria (003)",8302,73,3230,3041,838,256,117,28,5,,714
"Secundaria (004)",3389,18,1357,1260,321,85,28,5,,,315
"Sup. no Univ. Incompleta (005)",571,1,138,259,79,14,12,,,,68
"Sup. no Univ. Completa (006)",976,3,93,394,229,74,25,4,,,154
"Sup. Univ. Incompleta (007)",211,,43,97,25,5,2,,,,39
"Sup. Univ. Completa (008)",320,2,36,99,78,25,7,4,,,69
,,,,,,,,,,,
"URBANA (010)",14239,109,5017,5342,1622,490,205,53,5,,1396
"Sin Nivel (011)",1158,22,421,390,115,50,23,12,,,125
"Educación Inicial (012)",64,,30,17,4,1,,,,,12
"Primaria (013)",7734,65,2967,2887,787,243,110,28,5,,642
"Secundaria (014)",3262,16,1296,1223,315,80,27,5,,,300
"Sup. no Univ. Incompleta (015)",550,1,133,249,75,14,12,,,,66
"Sup. no Univ. Completa (016)",948,3,91,383,224,74,24,4,,,145
"Sup. Univ. Incompleta (017)",209,,43,95,25,5,2,,,,39
"Sup. Univ. Completa (018)",314,2,36,98,77,23,7,4,,,67
,,,,,,,,,,,
"RURAL (020)",878,11,384,259,75,24,9,,,,116
"Sin Nivel (021)",124,1,52,43,8,4,,,,,16
"Educación Inicial (022)",2,,1,1,,,,,,,
"Primaria (023)",568,8,263,154,51,13,7,,,,72
"Secundaria (024)",127,2,61,37,6,5,1,,,,15
"Sup. no Univ. Incompleta (025)",21,,5,10,4,,,,,,2
"Sup. no Univ. Completa (026)",28,,2,11,5,,1,,,,9
"Sup. Univ. Incompleta (027)",2,,,2,,,,,,,
"Sup. Univ. Completa (028)",6,,,1,1,2,,,,,2
