"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia RIOJA (000)",25466,77,265,833,2096,5355,10488,6352
"De 12 a 14 años (001)",79,,,,,,8,71
"De 15 a 19 años (002)",1305,,,,,,782,523
"De 20 a 24 años (003)",3471,,,,,21,2180,1270
"De 25 a 29 años (004)",3855,,,,,263,2535,1057
"De 30 a 34 años (005)",3614,,,,3,712,2136,763
"De 35 a 39 años (006)",3326,,,,35,1093,1584,614
"De 40 a 44 años (007)",2572,,,,159,1149,835,429
"De 45 a 49 años (008)",1954,,,10,307,972,370,295
"De 50 y más años (009)",5290,77,265,823,1592,1145,58,1330
"PEA (010)",7461,5,28,195,635,1886,2638,2074
"De 12 a 14 años (011)",12,,,,,,,12
"De 15 a 19 años (012)",227,,,,,,124,103
"De 20 a 24 años (013)",838,,,,,9,427,402
"De 25 a 29 años (014)",1092,,,,,76,616,400
"De 30 a 34 años (015)",1148,,,,,260,591,297
"De 35 a 39 años (016)",1242,,,,16,437,518,271
"De 40 a 44 años (017)",922,,,,77,439,237,169
"De 45 a 49 años (018)",701,,,8,119,359,109,106
"De 50 y más años (019)",1279,5,28,187,423,306,16,314
"Ocupada (020)",7295,5,28,193,626,1858,2577,2008
"De 12 a 14 años (021)",11,,,,,,,11
"De 15 a 19 años (022)",215,,,,,,119,96
"De 20 a 24 años (023)",805,,,,,9,414,382
"De 25 a 29 años (024)",1059,,,,,75,599,385
"De 30 a 34 años (025)",1121,,,,,255,578,288
"De 35 a 39 años (026)",1216,,,,16,428,507,265
"De 40 a 44 años (027)",915,,,,76,435,235,169
"De 45 a 49 años (028)",691,,,8,118,352,109,104
"De 50 y más años (029)",1262,5,28,185,416,304,16,308
"Desocupada (030)",166,,,2,9,28,61,66
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",12,,,,,,5,7
"De 20 a 24 años (033)",33,,,,,,13,20
"De 25 a 29 años (034)",33,,,,,1,17,15
"De 30 a 34 años (035)",27,,,,,5,13,9
"De 35 a 39 años (036)",26,,,,,9,11,6
"De 40 a 44 años (037)",7,,,,1,4,2,
"De 45 a 49 años (038)",10,,,,1,7,,2
"De 50 y más años (039)",17,,,2,7,2,,6
"No PEA (040)",18005,72,237,638,1461,3469,7850,4278
"De 12 a 14 años (041)",67,,,,,,8,59
"De 15 a 19 años (042)",1078,,,,,,658,420
"De 20 a 24 años (043)",2633,,,,,12,1753,868
"De 25 a 29 años (044)",2763,,,,,187,1919,657
"De 30 a 34 años (045)",2466,,,,3,452,1545,466
"De 35 a 39 años (046)",2084,,,,19,656,1066,343
