"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia DOS DE MAYO (000)",46797,932,18370,11466,7315,5814,2900
"Jefe o Jefa (001)",10707,,32,1800,3600,3452,1823
"Esposa(o) / compañera(o) (002)",6540,,9,1591,2575,1813,552
"Hijo(a) / hijastro(a) (003)",22846,694,15131,6265,616,132,8
"Yerno / nuera (004)",356,,3,252,89,12,
"Nieto(a) (005)",2633,183,2081,363,6,,
"Padres / suegros (006)",490,,,,2,152,336
"Otro(a) pariente (007)",2552,45,962,925,281,187,152
"Trabajador(a) del hogar (008)",54,,3,34,11,3,3
"Pensionistas (009)",14,,,11,3,,
"Otro(a) no pariente (010)",605,10,149,225,132,63,26
"Hombres (011)",23150,469,9340,5663,3466,2848,1364
"Jefe o Jefa (012)",7602,,9,1273,2709,2481,1130
"Esposa(o) / compañera(o) (013)",404,,4,109,153,96,42
"Hijo(a) / hijastro(a) (014)",11770,335,7719,3352,301,59,4
"Yerno / nuera (015)",136,,1,85,43,7,
"Nieto(a) (016)",1339,103,1043,191,2,,
"Padres / suegros (017)",153,,,,,54,99
"Otro(a) pariente (018)",1367,26,480,510,172,103,76
"Trabajador(a) del hogar (019)",23,,2,13,4,2,2
"Pensionistas (020)",7,,,6,1,,
"Otro(a) no pariente (021)",349,5,82,124,81,46,11
"Mujeres (022)",23647,463,9030,5803,3849,2966,1536
"Jefe o Jefa (023)",3105,,23,527,891,971,693
"Esposa(o) / compañera(o) (024)",6136,,5,1482,2422,1717,510
"Hijo(a) / hijastro(a) (025)",11076,359,7412,2913,315,73,4
"Yerno / nuera (026)",220,,2,167,46,5,
"Nieto(a) (027)",1294,80,1038,172,4,,
"Padres / suegros (028)",337,,,,2,98,237
"Otro(a) pariente (029)",1185,19,482,415,109,84,76
"Trabajador(a) del hogar (030)",31,,1,21,7,1,1
"Pensionistas (031)",7,,,5,2,,
"Otro(a) no pariente (032)",256,5,67,101,51,17,15
,,,,,,,
"URBANA (033)",16222,303,5889,4116,2868,2036,1010
"Jefe o Jefa (034)",4027,,21,684,1461,1232,629
"Esposa(o) / compañera(o) (035)",2189,,5,530,917,573,164
"Hijo(a) / hijastro(a) (036)",7174,217,4595,2074,231,55,2
"Yerno / nuera (037)",143,,1,90,45,7,
"Nieto(a) (038)",926,69,725,127,5,,
"Padres / suegros (039)",205,,,,1,64,140
"Otro(a) pariente (040)",1167,14,453,433,127,79,61
"Trabajador(a) del hogar (041)",36,,2,27,5,1,1
"Pensionistas (042)",14,,,11,3,,
"Otro(a) no pariente (043)",341,3,87,140,73,25,13
"Hombres (044)",7925,149,3006,1997,1322,1007,444
"Jefe o Jefa (045)",2686,,5,452,1035,843,351
"Esposa(o) / compañera(o) (046)",162,,1,44,50,46,21
"Hijo(a) / hijastro(a) (047)",3675,101,2353,1082,108,29,2
"Yerno / nuera (048)",48,,,24,19,5,
"Nieto(a) (049)",478,39,368,70,1,,
"Padres / suegros (050)",59,,,,,23,36
"Otro(a) pariente (051)",623,7,230,241,72,44,29
"Trabajador(a) del hogar (052)",12,,1,9,2,,
"Pensionistas (053)",7,,,6,1,,
"Otro(a) no pariente (054)",175,2,48,69,34,17,5
"Mujeres (055)",8297,154,2883,2119,1546,1029,566
"Jefe o Jefa (056)",1341,,16,232,426,389,278
"Esposa(o) / compañera(o) (057)",2027,,4,486,867,527,143
"Hijo(a) / hijastro(a) (058)",3499,116,2242,992,123,26,
"Yerno / nuera (059)",95,,1,66,26,2,
"Nieto(a) (060)",448,30,357,57,4,,
"Padres / suegros (061)",146,,,,1,41,104
"Otro(a) pariente (062)",544,7,223,192,55,35,32
"Trabajador(a) del hogar (063)",24,,1,18,3,1,1
"Pensionistas (064)",7,,,5,2,,
"Otro(a) no pariente (065)",166,1,39,71,39,8,8
,,,,,,,
"RURAL (066)",30575,629,12481,7350,4447,3778,1890
"Jefe o Jefa (067)",6680,,11,1116,2139,2220,1194
"Esposa(o) / compañera(o) (068)",4351,,4,1061,1658,1240,388
"Hijo(a) / hijastro(a) (069)",15672,477,10536,4191,385,77,6
"Yerno / nuera (070)",213,,2,162,44,5,
"Nieto(a) (071)",1707,114,1356,236,1,,
"Padres / suegros (072)",285,,,,1,88,196
"Otro(a) pariente (073)",1385,31,509,492,154,108,91
"Trabajador(a) del hogar (074)",18,,1,7,6,2,2
"Otro(a) no pariente (076)",264,7,62,85,59,38,13
"Hombres (077)",15225,320,6334,3666,2144,1841,920
"Jefe o Jefa (078)",4916,,4,821,1674,1638,779
"Esposa(o) / compañera(o) (079)",242,,3,65,103,50,21
"Hijo(a) / hijastro(a) (080)",8095,234,5366,2270,193,30,2
"Yerno / nuera (081)",88,,1,61,24,2,
"Nieto(a) (082)",861,64,675,121,1,,
"Padres / suegros (083)",94,,,,,31,63
"Otro(a) pariente (084)",744,19,250,269,100,59,47
"Trabajador(a) del hogar (085)",11,,1,4,2,2,2
"Otro(a) no pariente (087)",174,3,34,55,47,29,6
"Mujeres (088)",15350,309,6147,3684,2303,1937,970
"Jefe o Jefa (089)",1764,,7,295,465,582,415
"Esposa(o) / compañera(o) (090)",4109,,1,996,1555,1190,367
"Hijo(a) / hijastro(a) (091)",7577,243,5170,1921,192,47,4
"Yerno / nuera (092)",125,,1,101,20,3,
"Nieto(a) (093)",846,50,681,115,,,
"Padres / suegros (094)",191,,,,1,57,133
"Otro(a) pariente (095)",641,12,259,223,54,49,44
"Trabajador(a) del hogar (096)",7,,,3,4,,
"Otro(a) no pariente (098)",90,4,28,30,12,9,7
