"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ACOBAMBA (000)",43140,13617,1427,346,27790
"Conviviente (001)",4979,927,253,60,3742
"Separado(a) (002)",783,148,37,9,589
"Casado(a) (003)",18564,4108,663,130,13680
"Viudo(a) (004)",2602,544,44,11,2006
"Divorciado(a) (005)",173,25,5,1,142
"Soltero(a) (006)",16039,7865,425,135,7631
"Hombres (008)",20955,6281,756,209,13738
"Conviviente (009)",2423,350,139,40,1896
"Separado(a) (010)",156,17,7,3,129
"Casado(a) (011)",9232,1734,381,86,7047
"Viudo(a) (012)",579,109,14,2,455
"Divorciado(a) (013)",55,6,2,,47
"Soltero(a) (014)",8510,4065,213,78,4164
"Mujeres (016)",22185,7336,671,137,14052
"Conviviente (017)",2556,577,114,20,1846
"Separado(a) (018)",627,131,30,6,460
"Casado(a) (019)",9332,2374,282,44,6633
"Viudo(a) (020)",2023,435,30,9,1551
"Divorciado(a) (021)",118,19,3,1,95
"Soltero(a) (022)",7529,3800,212,57,3467
,,,,,
"URBANA (024)",13730,3499,1159,229,8867
"Conviviente (025)",2071,292,216,47,1518
"Separado(a) (026)",290,47,29,5,209
"Casado(a) (027)",5328,1011,525,83,3720
"Viudo(a) (028)",735,115,31,8,581
"Divorciado(a) (029)",46,4,4,,38
"Soltero(a) (030)",5260,2030,354,86,2801
"Hombres (032)",6656,1622,604,135,4312
"Conviviente (033)",1006,106,117,30,754
"Separado(a) (034)",59,5,6,1,47
"Casado(a) (035)",2641,447,290,56,1859
"Viudo(a) (036)",165,22,10,1,132
"Divorciado(a) (037)",16,2,2,,12
"Soltero(a) (038)",2769,1040,179,47,1508
"Mujeres (040)",7074,1877,555,94,4555
"Conviviente (041)",1065,186,99,17,764
"Separado(a) (042)",231,42,23,4,162
"Casado(a) (043)",2687,564,235,27,1861
"Viudo(a) (044)",570,93,21,7,449
"Divorciado(a) (045)",30,2,2,,26
"Soltero(a) (046)",2491,990,175,39,1293
,,,,,
"RURAL (048)",29410,10118,268,117,18923
"Conviviente (049)",2908,635,37,13,2224
"Separado(a) (050)",493,101,8,4,380
"Casado(a) (051)",13236,3097,138,47,9960
"Viudo(a) (052)",1867,429,13,3,1425
"Divorciado(a) (053)",127,21,1,1,104
"Soltero(a) (054)",10779,5835,71,49,4830
"Hombres (056)",14299,4659,152,74,9426
"Conviviente (057)",1417,244,22,10,1142
"Separado(a) (058)",97,12,1,2,82
"Casado(a) (059)",6591,1287,91,30,5188
"Viudo(a) (060)",414,87,4,1,323
"Divorciado(a) (061)",39,4,,,35
"Soltero(a) (062)",5741,3025,34,31,2656
"Mujeres (064)",15111,5459,116,43,9497
"Conviviente (065)",1491,391,15,3,1082
"Separado(a) (066)",396,89,7,2,298
"Casado(a) (067)",6645,1810,47,17,4772
"Viudo(a) (068)",1453,342,9,2,1102
"Divorciado(a) (069)",88,17,1,1,69
"Soltero(a) (070)",5038,2810,37,18,2174
