"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CANAS (000)",13343,12889,3736,1247,1251,1146,2091,1641,1037,740,454,44191
"De 12 a 14 años (001)",1543,1530,1522,7,1,,,,,,13,9
"De 15 a 19 años (002)",1720,1678,1507,139,25,6,1,,,,42,211
"De 20 a 24 años (003)",1226,1064,335,358,255,78,34,4,,,162,1270
"De 25 a 29 años (004)",1117,1016,65,236,268,237,187,22,1,,101,2438
"De 30 a 34 años (005)",1070,1024,40,132,204,212,309,107,16,4,46,3417
"De 35 a 39 años (006)",1176,1154,31,81,145,185,373,252,73,14,22,4976
"De 40 a 44 años (007)",1009,1004,29,60,62,92,283,232,165,81,5,5521
"De 45 a 49 años (008)",885,872,17,40,66,79,188,227,162,93,13,5133
"De 50 y más años (009)",3597,3547,190,194,225,257,716,797,620,548,50,21216
"PEA (010)",3375,3221,414,419,383,353,648,503,290,211,154,13167
"De 12 a 14 años (011)",25,24,22,1,1,,,,,,1,3
"De 15 a 19 años (012)",219,209,159,43,5,2,,,,,10,59
"De 20 a 24 años (013)",336,284,91,103,65,16,7,2,,,52,323
"De 25 a 29 años (014)",371,332,30,85,86,64,58,9,,,39,757
"De 30 a 34 años (015)",365,343,22,49,68,64,97,36,6,1,22,1100
"De 35 a 39 años (016)",417,407,12,41,57,69,112,88,24,4,10,1660
"De 40 a 44 años (017)",344,344,8,30,14,39,101,77,55,20,,1803
"De 45 a 49 años (018)",315,309,7,13,23,27,75,79,50,35,6,1799
"De 50 y más años (019)",983,969,63,54,64,72,198,212,155,151,14,5663
"Ocupada (020)",3292,3151,382,408,375,348,641,496,290,211,141,13048
"De 12 a 14 años (021)",22,21,19,1,1,,,,,,1,3
"De 15 a 19 años (022)",197,187,141,40,4,2,,,,,10,54
