"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia CAJAMARCA",,,,,,,
"Viviendas particulares (001)",70382,12321,245,1600,51987,1581,2648
"Ocupantes presentes (002)",308406,46552,1123,7518,235598,6423,11192
"Casa independiente",,,,,,,
"Viviendas particulares (004)",63400,8257,243,1376,49736,1419,2369
"Ocupantes presentes (005)",281514,32574,1113,6654,225276,5783,10114
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",1639,1015,,157,383,31,53
"Ocupantes presentes (008)",6113,3619,,550,1658,105,181
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",2852,2159,,32,524,27,110
"Ocupantes presentes (011)",10650,7215,,154,2712,119,450
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",1125,733,,15,304,30,43
"Ocupantes presentes (014)",4607,2586,,88,1618,147,168
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1128,42,2,17,958,52,57
"Ocupantes presentes (017)",4683,172,10,60,4003,219,219
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",72,37,,3,20,5,7
"Ocupantes presentes (020)",314,163,,12,90,13,36
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",99,47,,,27,17,8
"Ocupantes presentes (023)",321,139,,,125,37,20
"Otro tipo",,,,,,,
"Viviendas particulares (025)",67,31,,,35,,1
"Ocupantes presentes (026)",204,84,,,116,,4
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",37801,11078,61,1277,23207,744,1434
"Ocupantes presentes (029)",170083,41799,301,6167,112444,3166,6206
"Casa independiente",,,,,,,
"Viviendas particulares (031)",31962,7058,61,1070,21917,641,1215
"Ocupantes presentes (032)",147912,27996,301,5363,106138,2764,5350
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",1639,1015,,157,383,31,53
"Ocupantes presentes (035)",6113,3619,,550,1658,105,181
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",2852,2159,,32,524,27,110
"Ocupantes presentes (038)",10650,7215,,154,2712,119,450
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",1125,733,,15,304,30,43
"Ocupantes presentes (041)",4607,2586,,88,1618,147,168
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",72,37,,3,20,5,7
"Ocupantes presentes (047)",314,163,,12,90,13,36
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",85,46,,,24,10,5
"Ocupantes presentes (050)",285,138,,,112,18,17
"Otro tipo",,,,,,,
"Viviendas particulares (052)",66,30,,,35,,1
"Ocupantes presentes (053)",202,82,,,116,,4
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",32581,1243,184,323,28780,837,1214
"Ocupantes presentes (056)",138323,4753,822,1351,123154,3257,4986
"Casa independiente",,,,,,,
"Viviendas particulares (058)",31438,1199,182,306,27819,778,1154
"Ocupantes presentes (059)",133602,4578,812,1291,119138,3019,4764
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1128,42,2,17,958,52,57
"Ocupantes presentes (071)",4683,172,10,60,4003,219,219
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",14,1,,,3,7,3
"Ocupantes presentes (077)",36,1,,,13,19,3
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,1,,,,,
"Ocupantes presentes (080)",2,2,,,,,
