"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia RIOJA (000)",35369,34271,9903,5081,4854,3846,4782,2848,2957,1098
"Católica (001)",18133,17532,5084,2795,2549,2002,2301,1370,1431,601
"Cristiana/Evangélica (002)",9808,9539,2688,1085,1209,1034,1519,975,1029,269
"Otra (003)",3939,3843,1094,528,533,428,572,341,347,96
"Ninguna (004)",3489,3357,1037,673,563,382,390,162,150,132
,,,,,,,,,,
"URBANA (006)",26419,25560,7482,3935,3712,3022,3603,1966,1840,859
"Católica (007)",13586,13113,3839,2189,1972,1589,1720,936,868,473
"Cristiana/Evangélica (008)",7191,6986,1991,817,883,811,1140,684,660,205
"Otra (009)",3086,3012,869,415,443,338,459,249,239,74
"Ninguna (010)",2556,2449,783,514,414,284,284,97,73,107
,,,,,,,,,,
"RURAL (012)",8950,8711,2421,1146,1142,824,1179,882,1117,239
"Católica (013)",4547,4419,1245,606,577,413,581,434,563,128
"Cristiana/Evangélica (014)",2617,2553,697,268,326,223,379,291,369,64
"Otra (015)",853,831,225,113,90,90,113,92,108,22
"Ninguna (016)",933,908,254,159,149,98,106,65,77,25
