"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia AYMARAES",,,,,,,,
"Hogares (001)",8854,4822,1804,417,29,212,140,3627
"Ocupantes presentes (002)",28442,17245,6863,1544,116,792,515,9716
"Casa independiente",,,,,,,,
"Hogares (004)",8364,4590,1744,397,29,206,129,3381
"Ocupantes presentes (005)",27217,16564,6663,1485,116,778,483,9209
"Departamento en edificio",,,,,,,,
"Hogares (007)",7,3,2,1,,1,2,3
"Ocupantes presentes (008)",17,10,9,1,,1,9,6
"Vivienda en quinta",,,,,,,,
"Hogares (010)",14,9,6,2,,,3,4
"Ocupantes presentes (011)",44,32,22,5,,,6,7
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",127,87,51,15,,4,5,30
"Ocupantes presentes (014)",372,271,168,51,,12,16,70
"Choza o cabaña",,,,,,,,
"Hogares (016)",336,131,,,,,,205
"Ocupantes presentes (017)",784,366,,,,,,418
"Vivienda improvisada",,,,,,,,
"Hogares (019)",3,,,,,,,3
"Ocupantes presentes (020)",5,,,,,,,5
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",3,2,1,2,,1,1,1
"Ocupantes presentes (023)",3,2,1,2,,1,1,1
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",3876,2352,1270,335,27,172,131,1253
"Ocupantes presentes (029)",12555,8382,4741,1230,109,652,481,3225
"Casa independiente",,,,,,,,
"Hogares (031)",3723,2252,1211,316,27,167,120,1212
"Ocupantes presentes (032)",12115,8068,4542,1172,109,639,449,3136
"Departamento en edificio",,,,,,,,
"Hogares (034)",7,3,2,1,,1,2,3
"Ocupantes presentes (035)",17,10,9,1,,1,9,6
"Vivienda en quinta",,,,,,,,
"Hogares (037)",14,9,6,2,,,3,4
"Ocupantes presentes (038)",44,32,22,5,,,6,7
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",127,87,51,15,,4,5,30
"Ocupantes presentes (041)",372,271,168,51,,12,16,70
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",3,,,,,,,3
"Ocupantes presentes (047)",5,,,,,,,5
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",2,1,,1,,,1,1
"Ocupantes presentes (050)",2,1,,1,,,1,1
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",4978,2470,534,82,2,40,9,2374
"Ocupantes presentes (056)",15887,8863,2122,314,7,140,34,6491
"Casa independiente",,,,,,,,
"Hogares (058)",4641,2338,533,81,2,39,9,2169
"Ocupantes presentes (059)",15102,8496,2121,313,7,139,34,6073
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",336,131,,,,,,205
"Ocupantes presentes (071)",784,366,,,,,,418
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",1,1,1,1,,1,,
"Ocupantes presentes (077)",1,1,1,1,,1,,
"Otro tipo",,,,,,,,
