"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia LEONCIO PRADO (000)",46569,7900,7698,21689,1341,4481,1096,2364
"Agric., ganadería, caza y silvicultura (001)",20530,93,5069,11268,739,3361,,
"Pesca (002)",47,2,6,36,,3,,
"Explotación de minas y canteras (003)",65,8,40,14,1,2,,
"Industrias manufactureras (004)",1745,114,658,837,56,80,,
"Suministro de electricidad, gas y agua (005)",67,32,30,4,1,,,
"Construcción (006)",1607,74,1062,426,28,17,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",6927,1143,157,4680,278,669,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",694,78,102,432,60,22,,
"Comercio al por mayor (009)",321,107,26,135,21,32,,
"Comercio al por menor (010)",5912,958,29,4113,197,615,,
"Hoteles y restaurantes (011)",2176,656,84,1228,67,141,,
"Trans., almac. y comunicaciones (012)",2910,691,181,1949,48,41,,
"Intermediación financiera (013)",95,77,3,2,1,12,,
"Activid.inmobil., empres. y alquileres (014)",963,682,21,227,22,11,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1190,1050,140,,,,,
"Enseñanza (016)",1739,1661,1,69,2,6,,
"Servicios sociales y de salud (017)",718,632,1,77,6,2,,
"Otras activ. serv.comun.soc y personales (018)",957,382,57,468,31,19,,
"Hogares privados con servicio doméstico (019)",1096,,,,,,1096,
"Organiz. y organos extraterritoriales (020)",2,2,,,,,,
"Actividad economica no especificada (021)",1371,601,188,404,61,117,,
"Desocupado (022)",2364,,,,,,,2364
"Hombres (023)",33650,4635,6544,16600,1074,2867,245,1685
"Agric., ganadería, caza y silvicultura (024)",17932,75,4335,10372,674,2476,,
"Pesca (025)",47,2,6,36,,3,,
"Explotación de minas y canteras (026)",60,7,37,14,1,1,,
"Industrias manufactureras (027)",1230,71,499,557,45,58,,
"Suministro de electricidad, gas y agua (028)",58,27,27,3,1,,,
"Construcción (029)",1554,65,1020,425,28,16,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",3501,617,152,2385,174,173,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",618,53,99,400,55,11,,
"Comercio al por mayor (032)",192,70,25,80,10,7,,
"Comercio al por menor (033)",2691,494,28,1905,109,155,,
"Hoteles y restaurantes (034)",558,226,29,233,21,49,,
"Trans., almac. y comunicaciones (035)",2736,573,174,1909,43,37,,
"Intermediación financiera (036)",56,39,2,2,1,12,,
"Activid.inmobil., empres. y alquileres (037)",713,490,15,184,20,4,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",984,890,94,,,,,
"Enseñanza (039)",878,833,1,43,1,,,
"Servicios sociales y de salud (040)",283,237,,43,3,,,
"Otras activ. serv.comun.soc y personales (041)",473,218,28,201,18,8,,
"Hogares privados con servicio doméstico (042)",245,,,,,,245,
"Organiz. y organos extraterritoriales (043)",2,2,,,,,,
"Actividad economica no especificada (044)",655,263,125,193,44,30,,
"Desocupado (045)",1685,,,,,,,1685
"Mujeres (046)",12919,3265,1154,5089,267,1614,851,679
"Agric., ganadería, caza y silvicultura (047)",2598,18,734,896,65,885,,
"Explotación de minas y canteras (049)",5,1,3,,,1,,
"Industrias manufactureras (050)",515,43,159,280,11,22,,
"Suministro de electricidad, gas y agua (051)",9,5,3,1,,,,
"Construcción (052)",53,9,42,1,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",3426,526,5,2295,104,496,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",76,25,3,32,5,11,,
"Comercio al por mayor (055)",129,37,1,55,11,25,,
"Comercio al por menor (056)",3221,464,1,2208,88,460,,
"Hoteles y restaurantes (057)",1618,430,55,995,46,92,,
"Trans., almac. y comunicaciones (058)",174,118,7,40,5,4,,
"Intermediación financiera (059)",39,38,1,,,,,
"Activid.inmobil., empres. y alquileres (060)",250,192,6,43,2,7,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",206,160,46,,,,,
"Enseñanza (062)",861,828,,26,1,6,,
"Servicios sociales y de salud (063)",435,395,1,34,3,2,,
"Otras activ. serv.comun.soc y personales (064)",484,164,29,267,13,11,,
"Hogares privados con servicio doméstico (065)",851,,,,,,851,
"Actividad economica no especificada (067)",716,338,63,211,17,87,,
"Desocupado (068)",679,,,,,,,679
,,,,,,,,
"URBANA (069)",28049,7458,3846,12000,678,1722,845,1500
"Agric., ganadería, caza y silvicultura (070)",5076,88,1563,2566,149,710,,
"Pesca (071)",44,2,6,33,,3,,
"Explotación de minas y canteras (072)",55,7,33,13,1,1,,
"Industrias manufactureras (073)",1479,106,518,738,50,67,,
"Suministro de electricidad, gas y agua (074)",66,32,29,4,1,,,
"Construcción (075)",1503,71,987,407,24,14,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",6427,1095,138,4290,259,645,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",643,74,87,404,57,21,,
"Comercio al por mayor (078)",301,105,24,121,20,31,,
"Comercio al por menor (079)",5483,916,27,3765,182,593,,
"Hoteles y restaurantes (080)",1986,622,68,1108,66,122,,
"Trans., almac. y comunicaciones (081)",2613,646,155,1729,43,40,,
"Intermediación financiera (082)",95,77,3,2,1,12,,
"Activid.inmobil., empres. y alquileres (083)",940,666,16,225,22,11,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",1097,967,130,,,,,
"Enseñanza (085)",1621,1550,1,62,2,6,,
"Servicios sociales y de salud (086)",664,581,1,74,6,2,,
"Otras activ. serv.comun.soc y personales (087)",923,364,54,456,31,18,,
"Hogares privados con servicio doméstico (088)",845,,,,,,845,
"Organiz. y organos extraterritoriales (089)",2,2,,,,,,
"Actividad economica no especificada (090)",1113,582,144,293,23,71,,
"Desocupado (091)",1500,,,,,,,1500
"Hombres (092)",17931,4374,3231,7932,470,843,112,969
"Agric., ganadería, caza y silvicultura (093)",4229,71,1294,2244,131,489,,
"Pesca (094)",44,2,6,33,,3,,
"Explotación de minas y canteras (095)",51,6,31,13,1,,,
"Industrias manufactureras (096)",1041,65,393,495,40,48,,
"Suministro de electricidad, gas y agua (097)",57,27,26,3,1,,,
"Construcción (098)",1452,62,947,406,24,13,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",3256,585,133,2210,160,168,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",572,50,84,376,52,10,,
"Comercio al por mayor (101)",177,68,23,70,9,7,,
"Comercio al por menor (102)",2507,467,26,1764,99,151,,
"Hoteles y restaurantes (103)",536,218,27,223,21,47,,
"Trans., almac. y comunicaciones (104)",2452,535,149,1693,39,36,,
"Intermediación financiera (105)",56,39,2,2,1,12,,
"Activid.inmobil., empres. y alquileres (106)",697,479,11,183,20,4,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",903,819,84,,,,,
"Enseñanza (108)",826,784,1,40,1,,,
"Servicios sociales y de salud (109)",263,220,,40,3,,,
