"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CASTILLA (000)",535,126,409
"Sin nivel (001)",26,4,22
"Educación inicial (002)",2,1,1
"Primaria (003)",118,18,100
"Secundaria (004)",252,58,194
"Superior no univ. incompleta (005)",40,7,33
"Superior no univ. completa (006)",54,22,32
"Superior univ. incompleta (007)",13,4,9
"Superior univ. completa (008)",30,12,18
"Hombres (010)",384,69,315
"Sin nivel (011)",15,4,11
"Educación inicial (012)",1,,1
"Primaria (013)",90,8,82
"Secundaria (014)",194,32,162
"Superior no univ. incompleta (015)",31,5,26
"Superior no univ. completa (016)",27,11,16
"Superior univ. incompleta (017)",12,4,8
"Superior univ. completa (018)",14,5,9
"Mujeres (020)",151,57,94
"Sin nivel (021)",11,,11
"Educación inicial (022)",1,1,
"Primaria (023)",28,10,18
"Secundaria (024)",58,26,32
"Superior no univ. incompleta (025)",9,2,7
"Superior no univ. completa (026)",27,11,16
"Superior univ. incompleta (027)",1,,1
"Superior univ. completa (028)",16,7,9
,,,
"AREA URBANA (030)",337,78,259
"Sin nivel (031)",15,1,14
"Educación inicial (032)",2,1,1
"Primaria (033)",70,8,62
"Secundaria (034)",143,34,109
"Superior no univ. incompleta (035)",29,4,25
"Superior no univ. completa (036)",41,15,26
"Superior univ. incompleta (037)",9,3,6
"Superior univ. completa (038)",28,12,16
"Hombres (040)",230,39,191
"Sin nivel (041)",6,1,5
"Educación inicial (042)",1,,1
"Primaria (043)",52,2,50
"Secundaria (044)",108,17,91
"Superior no univ. incompleta (045)",20,2,18
"Superior no univ. completa (046)",21,9,12
"Superior univ. incompleta (047)",9,3,6
"Superior univ. completa (048)",13,5,8
"Mujeres (050)",107,39,68
"Sin nivel (051)",9,,9
"Educación inicial (052)",1,1,
"Primaria (053)",18,6,12
"Secundaria (054)",35,17,18
"Superior no univ. incompleta (055)",9,2,7
"Superior no univ. completa (056)",20,6,14
"Superior univ. completa (058)",15,7,8
,,,
"AREA RURAL (060)",198,48,150
"Sin nivel (061)",11,3,8
"Primaria (063)",48,10,38
"Secundaria (064)",109,24,85
"Superior no univ. incompleta (065)",11,3,8
"Superior no univ. completa (066)",13,7,6
"Superior univ. incompleta (067)",4,1,3
"Superior univ. completa (068)",2,,2
"Hombres (070)",154,30,124
"Sin nivel (071)",9,3,6
"Primaria (073)",38,6,32
"Secundaria (074)",86,15,71
"Superior no univ. incompleta (075)",11,3,8
"Superior no univ. completa (076)",6,2,4
"Superior univ. incompleta (077)",3,1,2
"Superior univ. completa (078)",1,,1
"Mujeres (080)",44,18,26
"Sin nivel (081)",2,,2
"Primaria (083)",10,4,6
"Secundaria (084)",23,9,14
"Superior no univ. completa (086)",7,5,2
"Superior univ. incompleta (087)",1,,1
"Superior univ. completa (088)",1,,1
