"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia AIJA",,,,,,
"Viviendas particulares (001)",2110,2073,29,6,2,
"Ocupantes presentes (002)",7955,7667,198,61,29,
"Casa independiente",,,,,,
"Viviendas particulares (004)",1920,1887,25,6,2,
"Ocupantes presentes (005)",7208,6949,169,61,29,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",14,14,,,,
"Ocupantes presentes (014)",76,76,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",174,170,4,,,
"Ocupantes presentes (017)",669,640,29,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",2,2,,,,
"Ocupantes presentes (023)",2,2,,,,
"Otro tipo",,,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",723,701,18,4,,
"Ocupantes presentes (029)",2488,2341,109,38,,
"Casa independiente",,,,,,
"Viviendas particulares (031)",707,685,18,4,,
"Ocupantes presentes (032)",2410,2263,109,38,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",14,14,,,,
"Ocupantes presentes (041)",76,76,,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",2,2,,,,
"Ocupantes presentes (050)",2,2,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",1387,1372,11,2,2,
"Ocupantes presentes (056)",5467,5326,89,23,29,
"Casa independiente",,,,,,
"Viviendas particulares (058)",1213,1202,7,2,2,
"Ocupantes presentes (059)",4798,4686,60,23,29,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",174,170,4,,,
"Ocupantes presentes (071)",669,640,29,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Otro tipo",,,,,,
