"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CARHUAZ (000)",12889,189,4238,4279,3128,1055
"Empleado (001)",1605,6,560,692,320,27
"Obrero (002)",2064,20,842,672,431,99
"Trabajador independiente (003)",7087,37,1766,2443,2040,801
"Empleador o patrono (004)",145,,42,49,39,15
"Trabajador familiar no remunerado (005)",1676,123,859,357,244,93
"Trabajador del hogar (006)",312,3,169,66,54,20
"Hombres (008)",9533,118,3103,3190,2330,792
"Empleado (009)",1011,4,331,433,226,17
"Obrero (010)",1817,13,745,598,378,83
"Trabajador independiente (011)",5708,26,1441,1971,1617,653
"Empleador o patrono (012)",104,,30,37,27,10
"Trabajador familiar no remunerado (013)",886,74,554,149,80,29
"Trabajador del hogar (014)",7,1,2,2,2,
"Mujeres (016)",3356,71,1135,1089,798,263
"Empleado (017)",594,2,229,259,94,10
"Obrero (018)",247,7,97,74,53,16
"Trabajador independiente (019)",1379,11,325,472,423,148
"Empleador o patrono (020)",41,,12,12,12,5
"Trabajador familiar no remunerado (021)",790,49,305,208,164,64
"Trabajador del hogar (022)",305,2,167,64,52,20
,,,,,,
"URBANA (024)",5250,74,1659,1814,1294,409
"Empleado (025)",1133,5,375,493,242,18
"Obrero (026)",784,10,316,257,161,40
"Trabajador independiente (027)",2501,12,608,857,731,293
"Empleador o patrono (028)",102,,24,40,29,9
"Trabajador familiar no remunerado (029)",581,46,248,135,111,41
"Trabajador del hogar (030)",149,1,88,32,20,8
"Hombres (032)",3440,45,1088,1178,858,271
"Empleado (033)",680,3,212,286,168,11
"Obrero (034)",677,7,268,227,143,32
"Trabajador independiente (035)",1737,9,438,587,494,209
"Empleador o patrono (036)",71,,17,29,19,6
"Trabajador familiar no remunerado (037)",270,26,151,47,33,13
"Trabajador del hogar (038)",5,,2,2,1,
"Mujeres (040)",1810,29,571,636,436,138
"Empleado (041)",453,2,163,207,74,7
"Obrero (042)",107,3,48,30,18,8
"Trabajador independiente (043)",764,3,170,270,237,84
"Empleador o patrono (044)",31,,7,11,10,3
"Trabajador familiar no remunerado (045)",311,20,97,88,78,28
"Trabajador del hogar (046)",144,1,86,30,19,8
,,,,,,
"RURAL (048)",7639,115,2579,2465,1834,646
"Empleado (049)",472,1,185,199,78,9
"Obrero (050)",1280,10,526,415,270,59
"Trabajador independiente (051)",4586,25,1158,1586,1309,508
"Empleador o patrono (052)",43,,18,9,10,6
"Trabajador familiar no remunerado (053)",1095,77,611,222,133,52
"Trabajador del hogar (054)",163,2,81,34,34,12
"Hombres (056)",6093,73,2015,2012,1472,521
"Empleado (057)",331,1,119,147,58,6
"Obrero (058)",1140,6,477,371,235,51
"Trabajador independiente (059)",3971,17,1003,1384,1123,444
"Empleador o patrono (060)",33,,13,8,8,4
"Trabajador familiar no remunerado (061)",616,48,403,102,47,16
"Trabajador del hogar (062)",2,1,,,1,
"Mujeres (064)",1546,42,564,453,362,125
"Empleado (065)",141,,66,52,20,3
"Obrero (066)",140,4,49,44,35,8
"Trabajador independiente (067)",615,8,155,202,186,64
"Empleador o patrono (068)",10,,5,1,2,2
"Trabajador familiar no remunerado (069)",479,29,208,120,86,36
"Trabajador del hogar (070)",161,1,81,34,33,12
