"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MARISCAL NIETO (000)",67835,7032,1688,15948,19618,5308,7051,4364,6826
"Jefe o Jefa (001)",23565,1893,21,4891,7014,1987,3203,1377,3179
"Esposa(o)/ compa¤era(o) (002)",11540,1532,14,2537,3160,887,1520,512,1378
"Hijo(a)/ hijastro(a) (003)",23146,2359,1330,6430,6579,1640,1469,1902,1437
"Yerno/ nuera (004)",936,6,2,50,321,121,187,86,163
"Nieto(a) (005)",2086,450,242,667,443,76,52,100,56
"Padres/ suegros (006)",939,419,,319,103,14,37,14,33
"Otro(a) pariente (007)",3985,314,71,845,1433,426,340,242,314
"Trabajador(a) del hogar (008)",109,6,,15,66,13,5,3,1
"Pensionista (009)",80,,,4,25,5,13,9,24
"Otro(a) no pariente (010)",1449,53,8,190,474,139,225,119,241
"Hombres (012)",34204,2494,825,7823,10572,2718,3643,2494,3635
"Jefe o Jefa (013)",16178,758,12,3242,5123,1377,2307,1059,2300
"Esposa(o)/ compa¤era(o) (014)",995,49,2,146,346,110,128,72,142
"Hijo(a)/ hijastro(a) (015)",12063,1222,656,3358,3521,854,735,1026,691
"Yerno/ nuera (016)",485,2,2,16,153,63,98,55,96
"Nieto(a) (017)",1066,246,114,341,213,38,23,58,33
"Padres/ suegros (018)",320,68,,154,54,8,13,6,17
"Otro(a) pariente (019)",2146,116,33,451,838,196,200,127,185
"Trabajador(a) del hogar (020)",13,2,,4,5,1,,1,
"Pensionista (021)",50,,,2,17,2,6,6,17
"Otro(a) no pariente (022)",888,31,6,109,302,69,133,84,154
"Mujeres (024)",33631,4538,863,8125,9046,2590,3408,1870,3191
"Jefe o Jefa (025)",7387,1135,9,1649,1891,610,896,318,879
"Esposa(o)/ compa¤era(o) (026)",10545,1483,12,2391,2814,777,1392,440,1236
"Hijo(a)/ hijastro(a) (027)",11083,1137,674,3072,3058,786,734,876,746
"Yerno/ nuera (028)",451,4,,34,168,58,89,31,67
"Nieto(a) (029)",1020,204,128,326,230,38,29,42,23
"Padres/ suegros (030)",619,351,,165,49,6,24,8,16
"Otro(a) pariente (031)",1839,198,38,394,595,230,140,115,129
"Trabajador(a) del hogar (032)",96,4,,11,61,12,5,2,1
"Pensionista (033)",30,,,2,8,3,7,3,7
"Otro(a) no pariente (034)",561,22,2,81,172,70,92,35,87
,,,,,,,,,
"URBANA (036)",58846,5488,1504,13083,16954,4814,6430,4095,6478
"Jefe o Jefa (037)",20142,1336,18,3761,5974,1816,2934,1281,3022
"Esposa(o)/ compa¤era(o) (038)",9925,1068,14,2009,2752,821,1427,490,1344
"Hijo(a)/ hijastro(a) (039)",20405,2028,1181,5573,5772,1442,1285,1790,1334
"Yerno/ nuera (040)",825,5,2,33,267,114,172,82,150
"Nieto(a) (041)",1828,399,217,587,374,63,48,89,51
"Padres/ suegros (042)",848,363,,294,99,13,35,12,32
"Otro(a) pariente (043)",3485,259,64,684,1251,397,309,226,295
"Trabajador(a) del hogar (044)",99,3,,11,63,13,5,3,1
