"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUARI (000)",15743,101,4832,5699,3842,1269
"Empleado (001)",3427,6,1029,1689,673,30
"Obrero (002)",5133,19,1825,1886,1118,285
"Trabajador independiente (003)",5452,26,1272,1712,1666,776
"Empleador o patrono (004)",97,,28,27,29,13
"Trabajador familiar no remunerado (005)",1411,47,577,330,309,148
"Trabajador del hogar (006)",223,3,101,55,47,17
"Hombres (008)",12904,75,3926,4642,3171,1090
"Empleado (009)",2373,2,665,1191,495,20
"Obrero (010)",4825,19,1707,1802,1032,265
"Trabajador independiente (011)",4607,20,1057,1416,1417,697
"Empleador o patrono (012)",77,,22,19,24,12
"Trabajador familiar no remunerado (013)",1005,33,471,210,198,93
"Trabajador del hogar (014)",17,1,4,4,5,3
"Mujeres (016)",2839,26,906,1057,671,179
"Empleado (017)",1054,4,364,498,178,10
"Obrero (018)",308,,118,84,86,20
"Trabajador independiente (019)",845,6,215,296,249,79
"Empleador o patrono (020)",20,,6,8,5,1
"Trabajador familiar no remunerado (021)",406,14,106,120,111,55
"Trabajador del hogar (022)",206,2,97,51,42,14
,,,,,,
"URBANA (024)",6208,55,1787,2337,1578,451
"Empleado (025)",2064,4,532,1024,483,21
"Obrero (026)",1419,7,539,458,334,81
"Trabajador independiente (027)",2082,15,474,690,625,278
"Empleador o patrono (028)",66,,19,19,20,8
"Trabajador familiar no remunerado (029)",426,26,153,107,87,53
"Trabajador del hogar (030)",151,3,70,39,29,10
"Hombres (032)",4405,42,1247,1593,1166,357
"Empleado (033)",1254,2,293,615,328,16
"Obrero (034)",1288,7,487,423,297,74
"Trabajador independiente (035)",1541,13,335,485,475,233
"Empleador o patrono (036)",58,,18,16,17,7
"Trabajador familiar no remunerado (037)",251,19,112,50,45,25
"Trabajador del hogar (038)",13,1,2,4,4,2
"Mujeres (040)",1803,13,540,744,412,94
"Empleado (041)",810,2,239,409,155,5
"Obrero (042)",131,,52,35,37,7
"Trabajador independiente (043)",541,2,139,205,150,45
"Empleador o patrono (044)",8,,1,3,3,1
"Trabajador familiar no remunerado (045)",175,7,41,57,42,28
"Trabajador del hogar (046)",138,2,68,35,25,8
,,,,,,
"RURAL (048)",9535,46,3045,3362,2264,818
"Empleado (049)",1363,2,497,665,190,9
"Obrero (050)",3714,12,1286,1428,784,204
"Trabajador independiente (051)",3370,11,798,1022,1041,498
"Empleador o patrono (052)",31,,9,8,9,5
"Trabajador familiar no remunerado (053)",985,21,424,223,222,95
"Trabajador del hogar (054)",72,,31,16,18,7
"Hombres (056)",8499,33,2679,3049,2005,733
"Empleado (057)",1119,,372,576,167,4
"Obrero (058)",3537,12,1220,1379,735,191
"Trabajador independiente (059)",3066,7,722,931,942,464
"Empleador o patrono (060)",19,,4,3,7,5
"Trabajador familiar no remunerado (061)",754,14,359,160,153,68
"Trabajador del hogar (062)",4,,2,,1,1
"Mujeres (064)",1036,13,366,313,259,85
"Empleado (065)",244,2,125,89,23,5
"Obrero (066)",177,,66,49,49,13
"Trabajador independiente (067)",304,4,76,91,99,34
"Empleador o patrono (068)",12,,5,5,2,
"Trabajador familiar no remunerado (069)",231,7,65,63,69,27
"Trabajador del hogar (070)",68,,29,16,17,6
