"CUADRO Nº 3: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y TIPO DE VIVIENDA PARTICULAR",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL Y TIPO DE VIVIENDA PARTICULAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia SATIPO (000)",190821,4366,71925,56026,34126,19466,4912
"Casa independiente (001)",108612,2268,38957,31692,20243,12130,3322
"Departamento en edificio (002)",535,9,126,203,115,64,18
"Vivienda en quinta (003)",3270,68,996,1062,728,339,77
"Vivienda en casa de vecindad (004)",2410,58,744,788,477,268,75
"Choza o cabaña (005)",74448,1925,30454,21839,12297,6537,1396
"Vivienda improvisada (006)",537,11,197,167,92,58,12
"Local no destinado para hab.humana (007)",236,4,82,65,55,25,5
"Otro tipo (008)",773,23,369,210,119,45,7
,,,,,,,
"URBANA (009)",51152,968,17115,15106,10216,6237,1510
"Casa independiente (010)",44314,821,15027,12860,8781,5498,1327
"Departamento en edificio (011)",535,9,126,203,115,64,18
"Vivienda en quinta (012)",3270,68,996,1062,728,339,77
"Vivienda en casa de vecindad (013)",2410,58,744,788,477,268,75
"Vivienda improvisada (015)",537,11,197,167,92,58,12
"Local no destinado para hab.humana (016)",49,,11,18,12,7,1
"Otro tipo (017)",37,1,14,8,11,3,
,,,,,,,
"RURAL (018)",139669,3398,54810,40920,23910,13229,3402
"Casa independiente (019)",64298,1447,23930,18832,11462,6632,1995
"Choza o cabaña (023)",74448,1925,30454,21839,12297,6537,1396
"Local no destinado para hab.humana (025)",187,4,71,47,43,18,4
"Otro tipo (026)",736,22,355,202,108,42,7
