"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia ESPINAR (000)",44445,7949,8440,8375,7135,5127,7419
"Conviviente (001)",9937,179,2474,4064,2198,653,369
"Separado(a) (002)",961,13,130,256,220,174,168
"Casado(a) (003)",15048,23,347,2265,4008,3755,4650
"Viudo(a) (004)",2464,2,14,56,164,313,1915
"Divorciado(a) (005)",133,,10,25,22,30,46
"Soltero(a) (006)",15902,7732,5465,1709,523,202,271
"Hombres (008)",22128,4097,4129,4055,3633,2686,3528
"Conviviente (009)",4787,84,839,2022,1230,411,201
"Separado(a) (010)",206,5,13,41,56,50,41
"Casado(a) (011)",7601,12,127,917,1993,1997,2555
"Viudo(a) (012)",755,2,1,10,38,102,602
"Divorciado(a) (013)",59,,3,8,6,18,24
"Soltero(a) (014)",8720,3994,3146,1057,310,108,105
"Mujeres (016)",22317,3852,4311,4320,3502,2441,3891
"Conviviente (017)",5150,95,1635,2042,968,242,168
"Separado(a) (018)",755,8,117,215,164,124,127
"Casado(a) (019)",7447,11,220,1348,2015,1758,2095
"Viudo(a) (020)",1709,,13,46,126,211,1313
"Divorciado(a) (021)",74,,7,17,16,12,22
"Soltero(a) (022)",7182,3738,2319,652,213,94,166
,,,,,,,
"URBANA (024)",20066,3691,4282,4539,3463,2111,1980
"Conviviente (025)",5819,124,1418,2472,1311,352,142
"Separado(a) (026)",524,8,61,147,138,93,77
"Casado(a) (027)",5378,10,136,931,1676,1450,1175
"Viudo(a) (028)",712,1,7,28,74,115,487
"Divorciado(a) (029)",71,,2,12,16,22,19
"Soltero(a) (030)",7562,3548,2658,949,248,79,80
"Hombres (032)",10122,1918,2087,2179,1806,1194,938
"Conviviente (033)",2787,55,489,1188,746,230,79
"Separado(a) (034)",117,5,8,24,34,29,17
"Casado(a) (035)",2839,6,56,386,872,843,676
"Viudo(a) (036)",185,1,,3,14,36,131
"Divorciado(a) (037)",34,,2,3,6,13,10
"Soltero(a) (038)",4160,1851,1532,575,134,43,25
"Mujeres (040)",9944,1773,2195,2360,1657,917,1042
"Conviviente (041)",3032,69,929,1284,565,122,63
"Separado(a) (042)",407,3,53,123,104,64,60
"Casado(a) (043)",2539,4,80,545,804,607,499
"Viudo(a) (044)",527,,7,25,60,79,356
"Divorciado(a) (045)",37,,,9,10,9,9
"Soltero(a) (046)",3402,1697,1126,374,114,36,55
,,,,,,,
"RURAL (048)",24379,4258,4158,3836,3672,3016,5439
"Conviviente (049)",4118,55,1056,1592,887,301,227
"Separado(a) (050)",437,5,69,109,82,81,91
"Casado(a) (051)",9670,13,211,1334,2332,2305,3475
"Viudo(a) (052)",1752,1,7,28,90,198,1428
"Divorciado(a) (053)",62,,8,13,6,8,27
"Soltero(a) (054)",8340,4184,2807,760,275,123,191
"Hombres (056)",12006,2179,2042,1876,1827,1492,2590
"Conviviente (057)",2000,29,350,834,484,181,122
"Separado(a) (058)",89,,5,17,22,21,24
"Casado(a) (059)",4762,6,71,531,1121,1154,1879
"Viudo(a) (060)",570,1,1,7,24,66,471
"Divorciado(a) (061)",25,,1,5,,5,14
"Soltero(a) (062)",4560,2143,1614,482,176,65,80
"Mujeres (064)",12373,2079,2116,1960,1845,1524,2849
"Conviviente (065)",2118,26,706,758,403,120,105
"Separado(a) (066)",348,5,64,92,60,60,67
"Casado(a) (067)",4908,7,140,803,1211,1151,1596
"Viudo(a) (068)",1182,,6,21,66,132,957
"Divorciado(a) (069)",37,,7,8,6,3,13
"Soltero(a) (070)",3780,2041,1193,278,99,58,111
