"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PISCO (000)",45715,570,15844,16747,10923,1631
"Empleado (001)",10677,51,3653,4341,2465,167
"Obrero (002)",16250,140,6903,5742,3122,343
"Trabajador independiente (003)",15679,118,4174,5780,4647,960
"Empleador o patrono (004)",686,2,134,259,230,61
"Trabajador familiar no remunerado (005)",1762,245,689,424,315,89
"Trabajador del hogar (006)",661,14,291,201,144,11
"Hombres (008)",32132,394,11248,11429,7789,1272
"Empleado (009)",6414,27,2016,2590,1648,133
"Obrero (010)",13068,107,5563,4597,2500,301
"Trabajador independiente (011)",11239,87,3124,3910,3370,748
"Empleador o patrono (012)",503,1,91,179,180,52
"Trabajador familiar no remunerado (013)",827,170,407,134,82,34
"Trabajador del hogar (014)",81,2,47,19,9,4
"Mujeres (016)",13583,176,4596,5318,3134,359
"Empleado (017)",4263,24,1637,1751,817,34
"Obrero (018)",3182,33,1340,1145,622,42
"Trabajador independiente (019)",4440,31,1050,1870,1277,212
"Empleador o patrono (020)",183,1,43,80,50,9
"Trabajador familiar no remunerado (021)",935,75,282,290,233,55
"Trabajador del hogar (022)",580,12,244,182,135,7
,,,,,,
"URBANA (024)",39923,507,13841,14797,9531,1247
"Empleado (025)",10123,50,3427,4110,2377,159
"Obrero (026)",13868,123,5898,4908,2662,277
"Trabajador independiente (027)",13459,114,3681,5047,3921,696
"Empleador o patrono (028)",609,1,119,244,201,44
"Trabajador familiar no remunerado (029)",1239,206,446,298,229,60
"Trabajador del hogar (030)",625,13,270,190,141,11
"Hombres (032)",27584,344,9663,9937,6695,945
"Empleado (033)",6020,26,1861,2433,1575,125
"Obrero (034)",11188,93,4748,3942,2161,244
"Trabajador independiente (035)",9357,83,2707,3309,2745,513
"Empleador o patrono (036)",435,,79,168,152,36
"Trabajador familiar no remunerado (037)",515,141,229,68,54,23
"Trabajador del hogar (038)",69,1,39,17,8,4
"Mujeres (040)",12339,163,4178,4860,2836,302
"Empleado (041)",4103,24,1566,1677,802,34
"Obrero (042)",2680,30,1150,966,501,33
"Trabajador independiente (043)",4102,31,974,1738,1176,183
"Empleador o patrono (044)",174,1,40,76,49,8
"Trabajador familiar no remunerado (045)",724,65,217,230,175,37
"Trabajador del hogar (046)",556,12,231,173,133,7
,,,,,,
"RURAL (048)",5792,63,2003,1950,1392,384
"Empleado (049)",554,1,226,231,88,8
"Obrero (050)",2382,17,1005,834,460,66
"Trabajador independiente (051)",2220,4,493,733,726,264
"Empleador o patrono (052)",77,1,15,15,29,17
"Trabajador familiar no remunerado (053)",523,39,243,126,86,29
"Trabajador del hogar (054)",36,1,21,11,3,
"Hombres (056)",4548,50,1585,1492,1094,327
"Empleado (057)",394,1,155,157,73,8
"Obrero (058)",1880,14,815,655,339,57
"Trabajador independiente (059)",1882,4,417,601,625,235
"Empleador o patrono (060)",68,1,12,11,28,16
"Trabajador familiar no remunerado (061)",312,29,178,66,28,11
"Trabajador del hogar (062)",12,1,8,2,1,
"Mujeres (064)",1244,13,418,458,298,57
"Empleado (065)",160,,71,74,15,
"Obrero (066)",502,3,190,179,121,9
"Trabajador independiente (067)",338,,76,132,101,29
"Empleador o patrono (068)",9,,3,4,1,1
"Trabajador familiar no remunerado (069)",211,10,65,60,58,18
"Trabajador del hogar (070)",24,,13,9,2,
