"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia EL DORADO (000)",13087,17,429,88,111,572,6504,190,267,4659,2,248
"Agric., ganadería, caza y silvicultura (001)",10685,,2,,2,,6502,,3,4176,,
"Pesca (002)",2,,,,,,2,,,,,
"Explotación de minas y canteras (003)",2,,,,,,,,,2,,
"Industrias manufactureras (004)",153,,1,6,,,,143,3,,,
"Suministro de electricidad, gas y agua (005)",9,,,,,,,3,,6,,
"Construcción (006)",155,,1,,,,,4,101,49,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",538,,1,8,2,430,,36,3,58,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",44,,,3,,11,,27,2,1,,
"Comercio al por mayor (009)",44,,1,,,43,,,,,,
"Comercio al por menor (010)",450,,,5,2,376,,9,1,57,,
"Hoteles y restaurantes (011)",171,,,3,,128,,,,40,,
"Trans., almac. y comunicaciones (012)",182,,,4,8,,,1,154,15,,
"Intermediación financiera (013)",6,,,,5,,,,,1,,
"Activid.inmobil., empres. y alquileres (014)",36,,8,5,10,5,,,,8,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",86,11,3,7,49,,,1,2,11,2,
"Enseñanza (016)",405,6,381,3,12,,,,,3,,
"Servicios sociales y de salud (017)",71,,31,30,9,,,,,1,,
"Otras activ. serv.comun.soc y personales (018)",57,,1,17,4,9,,2,1,23,,
"Hogares privados con servicio doméstico (019)",265,,,,,,,,,265,,
"Actividad economica no especificada (021)",264,,,5,10,,,,,1,,248
"Hombres (022)",9494,13,244,61,70,238,5861,151,262,2486,2,106
"Agric., ganadería, caza y silvicultura (023)",8218,,2,,2,,5859,,3,2352,,
"Pesca (024)",2,,,,,,2,,,,,
"Explotación de minas y canteras (025)",2,,,,,,,,,2,,
"Industrias manufactureras (026)",113,,,5,,,,106,2,,,
"Suministro de electricidad, gas y agua (027)",9,,,,,,,3,,6,,
"Construcción (028)",151,,1,,,,,4,98,48,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",282,,1,7,,212,,34,3,25,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",40,,,3,,9,,25,2,1,,
"Comercio al por mayor (031)",28,,1,,,27,,,,,,
"Comercio al por menor (032)",214,,,4,,176,,9,1,24,,
"Hoteles y restaurantes (033)",24,,,2,,19,,,,3,,
"Trans., almac. y comunicaciones (034)",172,,,2,3,,,1,153,13,,
"Intermediación financiera (035)",4,,,,4,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",26,,5,4,8,5,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",67,8,3,5,38,,,1,2,8,2,
"Enseñanza (038)",232,5,217,1,7,,,,,2,,
"Servicios sociales y de salud (039)",34,,14,16,4,,,,,,,
"Otras activ. serv.comun.soc y personales (040)",31,,1,16,1,2,,2,1,8,,
"Hogares privados con servicio doméstico (041)",14,,,,,,,,,14,,
"Actividad economica no especificada (043)",113,,,3,3,,,,,1,,106
"Mujeres (044)",3593,4,185,27,41,334,643,39,5,2173,,142
"Agric., ganadería, caza y silvicultura (045)",2467,,,,,,643,,,1824,,
"Industrias manufactureras (048)",40,,1,1,,,,37,1,,,
"Construcción (050)",4,,,,,,,,3,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",256,,,1,2,218,,2,,33,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",4,,,,,2,,2,,,,
"Comercio al por mayor (053)",16,,,,,16,,,,,,
"Comercio al por menor (054)",236,,,1,2,200,,,,33,,
"Hoteles y restaurantes (055)",147,,,1,,109,,,,37,,
"Trans., almac. y comunicaciones (056)",10,,,2,5,,,,1,2,,
"Intermediación financiera (057)",2,,,,1,,,,,1,,
"Activid.inmobil., empres. y alquileres (058)",10,,3,1,2,,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",19,3,,2,11,,,,,3,,
"Enseñanza (060)",173,1,164,2,5,,,,,1,,
"Servicios sociales y de salud (061)",37,,17,14,5,,,,,1,,
"Otras activ. serv.comun.soc y personales (062)",26,,,1,3,7,,,,15,,
"Hogares privados con servicio doméstico (063)",251,,,,,,,,,251,,
"Actividad economica no especificada (065)",151,,,2,7,,,,,,,142
,,,,,,,,,,,,
"URBANA (066)",5296,16,315,79,102,455,2057,157,222,1732,2,159
"Agric., ganadería, caza y silvicultura (067)",3432,,2,,1,,2055,,2,1372,,
"Pesca (068)",2,,,,,,2,,,,,
"Industrias manufactureras (070)",125,,1,6,,,,115,3,,,
"Suministro de electricidad, gas y agua (071)",9,,,,,,,3,,6,,
"Construcción (072)",115,,1,,,,,3,79,32,,
