"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ANTA (000)",20081,19302,5555,1948,2015,1832,3222,2287,1414,1029,779,63973
"De 12 a 14 años (001)",2339,2320,2317,3,,,,,,,19,3
"De 15 a 19 años (002)",2611,2565,2307,219,34,5,,,,,46,302
"De 20 a 24 años (003)",1864,1558,512,646,294,79,25,2,,,306,1589
"De 25 a 29 años (004)",1700,1522,113,422,507,290,169,17,4,,178,3155
"De 30 a 34 años (005)",1644,1582,50,178,416,385,424,106,20,3,62,4876
"De 35 a 39 años (006)",1760,1730,30,137,247,367,605,259,67,18,30,6803
"De 40 a 44 años (007)",1603,1567,27,63,149,197,529,379,167,56,36,7727
"De 45 a 49 años (008)",1403,1388,20,52,108,172,360,348,192,136,15,7749
"De 50 y más años (009)",5157,5070,179,228,260,337,1110,1176,964,816,87,31769
"PEA (010)",4560,4221,692,653,648,542,770,492,251,173,339,14203
"De 12 a 14 años (011)",75,74,73,1,,,,,,,1,1
"De 15 a 19 años (012)",343,341,283,50,7,1,,,,,2,67
"De 20 a 24 años (013)",571,435,173,189,47,19,6,1,,,136,371
"De 25 a 29 años (014)",563,461,62,161,147,57,31,2,1,,102,779
"De 30 a 34 años (015)",504,471,25,81,152,111,82,18,1,1,33,1203
"De 35 a 39 años (016)",523,505,12,60,103,113,151,53,11,2,18,1710
"De 40 a 44 años (017)",479,455,10,29,67,85,148,81,26,9,24,1903
"De 45 a 49 años (018)",421,415,7,26,48,65,109,103,36,21,6,1999
"De 50 y más años (019)",1081,1064,47,56,77,91,243,234,176,140,17,6170
"Ocupada (020)",4404,4093,649,633,634,524,752,486,246,169,311,13899
"De 12 a 14 años (021)",72,71,70,1,,,,,,,1,1
"De 15 a 19 años (022)",309,307,255,44,7,1,,,,,2,61
