"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PARURO (000)",9219,251,2147,3083,2637,1101
"Agric., ganadería, caza y silvicultura (001)",6493,195,1272,2040,2038,948
"Pesca (002)",1,,,1,,
"Explotación de minas y canteras (003)",46,,12,22,10,2
"Industrias manufactureras (004)",120,1,41,39,32,7
"Suministro de electricidad, gas y agua (005)",13,,6,6,1,
"Construcción (006)",370,5,142,139,74,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",387,16,107,157,83,24
"Venta, mant.y rep. veh.autom.y motoc. (008)",14,,7,6,1,
"Comercio al por mayor (009)",12,1,3,6,2,
"Comercio al por menor (010)",361,15,97,145,80,24
"Hoteles y restaurantes (011)",277,6,76,79,88,28
"Trans., almac. y comunicaciones (012)",99,,37,43,18,1
"Activid.inmobil., empres. y alquileres (014)",66,,23,31,11,1
"Admin.pub. y defensa; p. segur.soc afil (015)",261,,78,114,65,4
"Enseñanza (016)",295,,92,144,59,
"Servicios sociales y de salud (017)",42,,12,28,2,
"Otras activ. serv.comun.soc y personales (018)",86,3,31,34,16,2
"Hogares privados con servicio doméstico (019)",74,19,33,10,4,8
"Actividad economica no especificada (021)",398,4,98,126,110,60
"Desocupado (022)",191,2,87,70,26,6
"Hombres (023)",6870,159,1562,2305,2022,822
"Agric., ganadería, caza y silvicultura (024)",5297,132,1044,1678,1683,760
"Pesca (025)",1,,,1,,
"Explotación de minas y canteras (026)",43,,12,20,9,2
"Industrias manufactureras (027)",84,1,28,30,21,4
"Suministro de electricidad, gas y agua (028)",13,,6,6,1,
"Construcción (029)",364,5,140,137,73,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",128,9,38,45,26,10
"Venta, mant.y rep. veh.autom.y motoc. (031)",13,,6,6,1,
"Comercio al por mayor (032)",7,1,2,3,1,
"Comercio al por menor (033)",108,8,30,36,24,10
"Hoteles y restaurantes (034)",15,,10,3,1,1
"Trans., almac. y comunicaciones (035)",95,,35,42,17,1
"Activid.inmobil., empres. y alquileres (037)",57,,20,27,9,1
"Admin.pub. y defensa; p. segur.soc afil (038)",224,,59,103,58,4
"Enseñanza (039)",151,,37,66,48,
"Servicios sociales y de salud (040)",11,,2,7,2,
"Otras activ. serv.comun.soc y personales (041)",43,1,12,22,8,
"Hogares privados con servicio doméstico (042)",20,6,10,3,,1
"Actividad economica no especificada (044)",171,3,46,53,44,25
