"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CONDESUYOS (000)",16843,3914,3628,667,8808
"Hombres (001)",9458,1843,2634,484,4655
"Mujeres (002)",7385,2071,994,183,4153
"PEA (003)",8683,791,2699,463,4891
"Hombres (004)",6402,445,2278,400,3430
"Mujeres (005)",2281,346,421,63,1461
"Ocupada (006)",8408,762,2685,459,4663
"Hombres (007)",6179,429,2271,397,3233
"Mujeres (008)",2229,333,414,62,1430
"Desocupada (009)",275,29,14,4,228
"Hombres (010)",223,16,7,3,197
"Mujeres (011)",52,13,7,1,31
"No PEA (012)",8160,3123,929,204,3917
"Hombres (013)",3056,1398,356,84,1225
"Mujeres (014)",5104,1725,573,120,2692
,,,,,
"URBANA (018)",6910,1401,1811,394,3336
"Hombres (019)",3533,653,1008,258,1632
"Mujeres (020)",3377,748,803,136,1704
"PEA (021)",3333,237,1023,245,1848
"Hombres (022)",2185,116,705,195,1180
"Mujeres (023)",1148,121,318,50,668
"Ocupada (024)",3219,233,1012,241,1753
"Hombres (025)",2102,113,700,192,1108
"Mujeres (026)",1117,120,312,49,645
"Desocupada (027)",114,4,11,4,95
"Hombres (028)",83,3,5,3,72
"Mujeres (029)",31,1,6,1,23
"No PEA (030)",3577,1164,788,149,1488
"Hombres (031)",1348,537,303,63,452
"Mujeres (032)",2229,627,485,86,1036
,,,,,
"RURAL (036)",9933,2513,1817,273,5472
"Hombres (037)",5925,1190,1626,226,3023
"Mujeres (038)",4008,1323,191,47,2449
"PEA (039)",5350,554,1676,218,3043
"Hombres (040)",4217,329,1573,205,2250
"Mujeres (041)",1133,225,103,13,793
"Ocupada (042)",5189,529,1673,218,2910
"Hombres (043)",4077,316,1571,205,2125
"Mujeres (044)",1112,213,102,13,785
"Desocupada (045)",161,25,3,,133
"Hombres (046)",140,13,2,,125
"Mujeres (047)",21,12,1,,8
"No PEA (048)",4583,1959,141,55,2429
"Hombres (049)",1708,861,53,21,773
"Mujeres (050)",2875,1098,88,34,1656
