"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia LA MAR (000)",56818,10336,11082,11770,9469,6071,8090
"Católica (001)",41381,7418,8184,8710,6884,4410,5775
"Cristiana/Evangélica (002)",14406,2710,2643,2836,2408,1587,2222
"Otra (003)",269,45,39,48,62,28,47
"Ninguna (004)",762,163,216,176,115,46,46
"Hombres (006)",29421,5456,5956,6269,4830,3033,3877
"Católica (007)",21959,4021,4566,4758,3597,2243,2774
"Cristiana/Evangélica (008)",6832,1317,1226,1379,1114,747,1049
"Otra (009)",134,20,19,24,34,13,24
"Ninguna (010)",496,98,145,108,85,30,30
"Mujeres (012)",27397,4880,5126,5501,4639,3038,4213
"Católica (013)",19422,3397,3618,3952,3287,2167,3001
"Cristiana/Evangélica (014)",7574,1393,1417,1457,1294,840,1173
"Otra (015)",135,25,20,24,28,15,23
"Ninguna (016)",266,65,71,68,30,16,16
,,,,,,,
"URBANA (018)",24056,4499,4796,5288,4184,2574,2715
"Católica (019)",17404,3220,3562,3895,3024,1856,1847
"Cristiana/Evangélica (020)",6115,1182,1085,1268,1070,679,831
"Otra (021)",133,23,22,22,29,13,24
"Ninguna (022)",404,74,127,103,61,26,13
"Hombres (024)",12355,2357,2537,2715,2126,1330,1290
"Católica (025)",9160,1728,1944,2051,1568,996,873
"Cristiana/Evangélica (026)",2864,572,502,591,494,309,396
"Otra (027)",62,10,10,7,16,7,12
"Ninguna (028)",269,47,81,66,48,18,9
"Mujeres (030)",11701,2142,2259,2573,2058,1244,1425
"Católica (031)",8244,1492,1618,1844,1456,860,974
"Cristiana/Evangélica (032)",3251,610,583,677,576,370,435
"Otra (033)",71,13,12,15,13,6,12
"Ninguna (034)",135,27,46,37,13,8,4
,,,,,,,
"RURAL (036)",32762,5837,6286,6482,5285,3497,5375
"Católica (037)",23977,4198,4622,4815,3860,2554,3928
"Cristiana/Evangélica (038)",8291,1528,1558,1568,1338,908,1391
"Otra (039)",136,22,17,26,33,15,23
"Ninguna (040)",358,89,89,73,54,20,33
"Hombres (042)",17066,3099,3419,3554,2704,1703,2587
"Católica (043)",12799,2293,2622,2707,2029,1247,1901
"Cristiana/Evangélica (044)",3968,745,724,788,620,438,653
"Otra (045)",72,10,9,17,18,6,12
"Ninguna (046)",227,51,64,42,37,12,21
"Mujeres (048)",15696,2738,2867,2928,2581,1794,2788
"Católica (049)",11178,1905,2000,2108,1831,1307,2027
"Cristiana/Evangélica (050)",4323,783,834,780,718,470,738
"Otra (051)",64,12,8,9,15,9,11
"Ninguna (052)",131,38,25,31,17,8,12
