"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CANCHIS",,,,,,,,,
"Viviendas particulares (001)",19531,260,449,282,678,107,158,148,17449
"Ocupantes presentes (002)",73912,981,1666,1051,2530,428,579,541,66136
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",16181,236,413,255,622,98,108,137,14312
"Ocupantes presentes (005)",62915,887,1551,980,2321,386,411,516,55863
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",70,,,,1,1,,1,67
"Ocupantes presentes (008)",244,,,,4,9,,2,229
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",272,4,2,,1,1,6,3,255
"Ocupantes presentes (011)",908,25,5,,3,4,13,5,853
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",2954,13,33,27,50,7,44,7,2773
"Ocupantes presentes (014)",9687,47,106,71,195,29,155,18,9066
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",37,6,1,,4,,,,26
"Ocupantes presentes (017)",110,20,4,,7,,,,79
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,,,,,,,,2
"Ocupantes presentes (020)",7,,,,,,,,7
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",14,1,,,,,,,13
"Ocupantes presentes (023)",40,2,,,,,,,38
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,,,,,,1
"Ocupantes presentes (026)",1,,,,,,,,1
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",13706,192,368,218,538,83,142,76,12089
"Ocupantes presentes (029)",52043,722,1350,822,2081,319,521,277,45951
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",10396,174,333,191,486,74,92,65,8981
"Ocupantes presentes (032)",41162,648,1239,751,1879,277,353,252,35763
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",70,,,,1,1,,1,67
"Ocupantes presentes (035)",244,,,,4,9,,2,229
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",272,4,2,,1,1,6,3,255
"Ocupantes presentes (038)",908,25,5,,3,4,13,5,853
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",2954,13,33,27,50,7,44,7,2773
"Ocupantes presentes (041)",9687,47,106,71,195,29,155,18,9066
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,,,,,,,,2
"Ocupantes presentes (047)",7,,,,,,,,7
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",11,1,,,,,,,10
"Ocupantes presentes (050)",34,2,,,,,,,32
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",1,,,,,,,,1
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5825,68,81,64,140,24,16,72,5360
"Ocupantes presentes (056)",21869,259,316,229,449,109,58,264,20185
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",5785,62,80,64,136,24,16,72,5331
"Ocupantes presentes (059)",21753,239,312,229,442,109,58,264,20100
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",37,6,1,,4,,,,26
"Ocupantes presentes (071)",110,20,4,,7,,,,79
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,,,,,,,,3
"Ocupantes presentes (077)",6,,,,,,,,6
"Otro tipo",,,,,,,,,
