"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUANTA (000)",27905,666,9995,9408,6255,1581
"Empleado (001)",3306,47,1167,1516,547,29
"Obrero (002)",4436,59,1960,1412,834,171
"Trabajador independiente (003)",14919,100,4427,5203,4035,1154
"Empleador o patrono (004)",567,2,158,214,154,39
"Trabajador familiar no remunerado (005)",4332,425,2064,1008,654,181
"Trabajador del hogar (006)",345,33,219,55,31,7
"Hombres (008)",19171,420,6920,6460,4211,1160
"Empleado (009)",1791,30,566,842,332,21
"Obrero (010)",3413,44,1557,1093,594,125
"Trabajador independiente (011)",11460,72,3461,4026,2997,904
"Empleador o patrono (012)",424,2,118,165,108,31
"Trabajador familiar no remunerado (013)",2048,264,1200,330,177,77
"Trabajador del hogar (014)",35,8,18,4,3,2
"Mujeres (016)",8734,246,3075,2948,2044,421
"Empleado (017)",1515,17,601,674,215,8
"Obrero (018)",1023,15,403,319,240,46
"Trabajador independiente (019)",3459,28,966,1177,1038,250
"Empleador o patrono (020)",143,,40,49,46,8
"Trabajador familiar no remunerado (021)",2284,161,864,678,477,104
"Trabajador del hogar (022)",310,25,201,51,28,5
,,,,,,
"URBANA (024)",13623,416,4538,4864,3159,646
"Empleado (025)",2921,43,988,1353,510,27
"Obrero (026)",2069,33,853,692,419,72
"Trabajador independiente (027)",6540,77,1842,2304,1871,446
"Empleador o patrono (028)",245,1,61,87,77,19
"Trabajador familiar no remunerado (029)",1577,234,634,379,254,76
"Trabajador del hogar (030)",271,28,160,49,28,6
"Hombres (032)",8250,254,2811,2881,1887,417
"Empleado (033)",1576,27,477,745,307,20
"Obrero (034)",1532,25,673,494,288,52
"Trabajador independiente (035)",4239,56,1249,1463,1177,294
"Empleador o patrono (036)",158,1,36,58,47,16
"Trabajador familiar no remunerado (037)",720,139,364,118,66,33
"Trabajador del hogar (038)",25,6,12,3,2,2
"Mujeres (040)",5373,162,1727,1983,1272,229
"Empleado (041)",1345,16,511,608,203,7
"Obrero (042)",537,8,180,198,131,20
"Trabajador independiente (043)",2301,21,593,841,694,152
"Empleador o patrono (044)",87,,25,29,30,3
"Trabajador familiar no remunerado (045)",857,95,270,261,188,43
"Trabajador del hogar (046)",246,22,148,46,26,4
,,,,,,
"RURAL (048)",14282,250,5457,4544,3096,935
"Empleado (049)",385,4,179,163,37,2
"Obrero (050)",2367,26,1107,720,415,99
"Trabajador independiente (051)",8379,23,2585,2899,2164,708
"Empleador o patrono (052)",322,1,97,127,77,20
"Trabajador familiar no remunerado (053)",2755,191,1430,629,400,105
"Trabajador del hogar (054)",74,5,59,6,3,1
"Hombres (056)",10921,166,4109,3579,2324,743
"Empleado (057)",215,3,89,97,25,1
"Obrero (058)",1881,19,884,599,306,73
"Trabajador independiente (059)",7221,16,2212,2563,1820,610
"Empleador o patrono (060)",266,1,82,107,61,15
"Trabajador familiar no remunerado (061)",1328,125,836,212,111,44
"Trabajador del hogar (062)",10,2,6,1,1,
"Mujeres (064)",3361,84,1348,965,772,192
"Empleado (065)",170,1,90,66,12,1
"Obrero (066)",486,7,223,121,109,26
"Trabajador independiente (067)",1158,7,373,336,344,98
"Empleador o patrono (068)",56,,15,20,16,5
"Trabajador familiar no remunerado (069)",1427,66,594,417,289,61
"Trabajador del hogar (070)",64,3,53,5,2,1
