"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia YAROWILCA (000)",32380,596,13347,7064,4949,4384,2040
"Hombres (001)",15658,303,6745,3362,2267,1999,982
"Mujeres (002)",16722,293,6602,3702,2682,2385,1058
"Viviendas particulares (003)",32339,594,13346,7047,4929,4383,2040
"Hombres (004)",15630,302,6745,3351,2252,1998,982
"Mujeres (005)",16709,292,6601,3696,2677,2385,1058
"Viviendas colectivas (006)",41,2,1,17,20,1,
"Hombres (007)",28,1,,11,15,1,
"Mujeres (008)",13,1,1,6,5,,
,,,,,,,
"URBANA (012)",7924,133,3053,1923,1377,1017,421
"Hombres (013)",3911,69,1556,941,655,486,204
"Mujeres (014)",4013,64,1497,982,722,531,217
"Viviendas particulares (015)",7883,131,3052,1906,1357,1016,421
"Hombres (016)",3883,68,1556,930,640,485,204
"Mujeres (017)",4000,63,1496,976,717,531,217
"Viviendas colectivas (018)",41,2,1,17,20,1,
"Hombres (019)",28,1,,11,15,1,
"Mujeres (020)",13,1,1,6,5,,
,,,,,,,
"RURAL (024)",24456,463,10294,5141,3572,3367,1619
"Hombres (025)",11747,234,5189,2421,1612,1513,778
"Mujeres (026)",12709,229,5105,2720,1960,1854,841
"Viviendas particulares (027)",24456,463,10294,5141,3572,3367,1619
"Hombres (028)",11747,234,5189,2421,1612,1513,778
"Mujeres (029)",12709,229,5105,2720,1960,1854,841
