"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ICA (000)",303050,18440,7565,70749,114151,16320,22511,19012,34302
"Quechua (001)",15148,2277,48,5970,4962,395,472,345,679
"Aymara (002)",1039,57,9,258,607,30,29,17,32
"Ashaninca (003)",55,7,3,18,12,6,2,6,1
"Otra lengua nativa (004)",5,,,2,3,,,,
"Castellano (005)",286394,15925,7486,64435,108524,15881,21985,18632,33526
"Idioma extranjero (006)",118,4,1,3,21,2,15,10,62
"Es sordomudo/a (007)",291,170,18,63,22,6,8,2,2
"Hombres (009)",147802,8081,3880,33342,58655,7654,8968,10044,17178
"Quechua (010)",7141,389,19,2698,2878,220,242,232,463
"Aymara (011)",558,18,5,103,372,15,15,13,17
"Ashaninca (012)",24,3,1,3,7,4,1,5,
"Otra lengua nativa (013)",2,,,,2,,,,
"Castellano (014)",139859,7588,3841,30503,55374,7409,8696,9786,16662
"Idioma extranjero (015)",64,1,1,1,10,2,8,7,34
"Es sordomudo/a (016)",154,82,13,34,12,4,6,1,2
"Mujeres (018)",155248,10359,3685,37407,55496,8666,13543,8968,17124
"Quechua (019)",8007,1888,29,3272,2084,175,230,113,216
"Aymara (020)",481,39,4,155,235,15,14,4,15
"Ashaninca (021)",31,4,2,15,5,2,1,1,1
"Otra lengua nativa (022)",3,,,2,1,,,,
"Castellano (023)",146535,8337,3645,33932,53150,8472,13289,8846,16864
"Idioma extranjero (024)",54,3,,2,11,,7,3,28
"Es sordomudo/a (025)",137,88,5,29,10,2,2,1,
,,,,,,,,,
"URBANA (027)",277278,16370,7066,62758,103120,15314,21209,18263,33178
"Quechua (028)",13399,1909,44,5214,4421,367,447,334,663
"Aymara (029)",491,41,5,140,219,25,19,13,29
"Ashaninca (030)",49,5,3,14,12,6,2,6,1
"Otra lengua nativa (031)",5,,,2,3,,,,
"Castellano (032)",262962,14268,6999,57326,98424,14908,20718,17898,32421
"Idioma extranjero (033)",117,4,1,3,20,2,15,10,62
"Es sordomudo/a (034)",255,143,14,59,21,6,8,2,2
"Hombres (036)",134573,7244,3608,29404,52579,7199,8361,9620,16558
"Quechua (037)",6217,320,19,2265,2507,201,227,225,453
"Aymara (038)",250,12,3,56,135,12,7,10,15
"Ashaninca (039)",22,2,1,2,7,4,1,5,
"Otra lengua nativa (040)",2,,,,2,,,,
"Castellano (041)",127881,6838,3574,27049,49906,6976,8112,9372,16054
"Idioma extranjero (042)",64,1,1,1,10,2,8,7,34
"Es sordomudo/a (043)",137,71,10,31,12,4,6,1,2
"Mujeres (045)",142705,9126,3458,33354,50541,8115,12848,8643,16620
"Quechua (046)",7182,1589,25,2949,1914,166,220,109,210
"Aymara (047)",241,29,2,84,84,13,12,3,14
"Ashaninca (048)",27,3,2,12,5,2,1,1,1
"Otra lengua nativa (049)",3,,,2,1,,,,
"Castellano (050)",135081,7430,3425,30277,48518,7932,12606,8526,16367
"Idioma extranjero (051)",53,3,,2,10,,7,3,28
"Es sordomudo/a (052)",118,72,4,28,9,2,2,1,
,,,,,,,,,
"RURAL (054)",25772,2070,499,7991,11031,1006,1302,749,1124
"Quechua (055)",1749,368,4,756,541,28,25,11,16
"Aymara (056)",548,16,4,118,388,5,10,4,3
"Ashaninca (057)",6,2,,4,,,,,
"Castellano (059)",23432,1657,487,7109,10100,973,1267,734,1105
"Idioma extranjero (060)",1,,,,1,,,,
"Es sordomudo/a (061)",36,27,4,4,1,,,,
"Hombres (063)",13229,837,272,3938,6076,455,607,424,620
"Quechua (064)",924,69,,433,371,19,15,7,10
"Aymara (065)",308,6,2,47,237,3,8,3,2
"Ashaninca (066)",2,1,,1,,,,,
"Castellano (068)",11978,750,267,3454,5468,433,584,414,608
"Es sordomudo/a (070)",17,11,3,3,,,,,
"Mujeres (072)",12543,1233,227,4053,4955,551,695,325,504
"Quechua (073)",825,299,4,323,170,9,10,4,6
"Aymara (074)",240,10,2,71,151,2,2,1,1
"Ashaninca (075)",4,1,,3,,,,,
"Castellano (077)",11454,907,220,3655,4632,540,683,320,497
"Idioma extranjero (078)",1,,,,1,,,,
"Es sordomudo/a (079)",19,16,1,1,1,,,,
