"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CONTRALMIRANTE VILLAR",,,,,,,,,
"Viviendas particulares (001)",420,188,175,13,4,3,,,37
"Ocupantes presentes (002)",1649,773,657,48,11,13,,,147
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",418,188,173,13,4,3,,,37
"Ocupantes presentes (005)",1644,773,652,48,11,13,,,147
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",2,,2,,,,,,
"Ocupantes presentes (008)",5,,5,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",324,181,116,13,4,3,,,7
"Ocupantes presentes (029)",1290,750,441,48,11,13,,,27
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",322,181,114,13,4,3,,,7
"Ocupantes presentes (032)",1285,750,436,48,11,13,,,27
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",2,,2,,,,,,
"Ocupantes presentes (035)",5,,5,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",96,7,59,,,,,,30
"Ocupantes presentes (056)",359,23,216,,,,,,120
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",96,7,59,,,,,,30
"Ocupantes presentes (059)",359,23,216,,,,,,120
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
