"CUADRO Nº 1: VIVIENDAS PARTICULARES, POR CONDICIÓN DE OCUPACIÓN DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y TIPO DE VIVIENDA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y TIPO DE VIVIENDA",TOTAL,"CONDICIÓN DE OCUPACIÓN",,,,,,,,
,,OCUPADA,,,,DESOCUPADA,,,,
,,TOTAL,"CON PERSONAS PRESENTES","CON PERSONAS AUSENTES","DE USO OCASIONAL",TOTAL,"EN ALQUILER O VENTA","EN CONSTRUCCIÓN O REPARACIÓN","ABANDONADA CERRADA","OTRA CAUSA"
,,,,,,,,,,
"Provincia ESPINAR (000)",20585,19103,16076,2107,920,1482,59,247,1110,66
"Casa independiente (001)",17107,15801,13662,1680,459,1306,59,246,958,43
"Departamento en edificio (002)",11,11,10,1,,,,,,
"Vivienda en quinta (003)",16,16,15,,1,,,,,
"Vivienda en casa de vecindad (004)",42,35,33,1,1,7,,1,5,1
"Choza o cabaña (005)",3357,3201,2323,419,459,156,,,134,22
"Vivienda improvisada (006)",22,9,3,6,,13,,,13,
"Local no dest.para hab. humana (007)",27,27,27,,,,,,,
"Otro tipo (008)",3,3,3,,,,,,,
,,,,,,,,,,
"URBANA (009)",8719,7736,6764,884,88,983,49,208,704,22
"Casa independiente (010)",8608,7645,6683,876,86,963,49,207,686,21
"Departamento en edificio (011)",11,11,10,1,,,,,,
"Vivienda en quinta (012)",16,16,15,,1,,,,,
"Vivienda en casa de vecindad (013)",42,35,33,1,1,7,,1,5,1
"Vivienda improvisada (015)",22,9,3,6,,13,,,13,
"Local no dest.para hab. humana (016)",18,18,18,,,,,,,
"Otro tipo (017)",2,2,2,,,,,,,
,,,,,,,,,,
"RURAL (018)",11866,11367,9312,1223,832,499,10,39,406,44
"Casa independiente (019)",8499,8156,6979,804,373,343,10,39,272,22
"Choza o cabaña (023)",3357,3201,2323,419,459,156,,,134,22
"Local no dest.para hab. humana (025)",9,9,9,,,,,,,
"Otro tipo (026)",1,1,1,,,,,,,
