"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia JORGE BASADRE (000)",3482,3004,478
"De 3 a 5 años (001)",468,49,419
"De 6 a 11 años (002)",807,767,40
"De 12 a 16 años (003)",663,657,6
"De 17 a 24 años (004)",1544,1531,13
"Hombres (005)",2004,1766,238
"De 3 a 5 años (006)",242,31,211
"De 6 a 11 años (007)",417,397,20
"De 12 a 16 años (008)",332,330,2
"De 17 a 24 años (009)",1013,1008,5
"Mujeres (010)",1478,1238,240
"De 3 a 5 años (011)",226,18,208
"De 6 a 11 años (012)",390,370,20
"De 12 a 16 años (013)",331,327,4
"De 17 a 24 años (014)",531,523,8
,,,
"URBANA (015)",2218,1947,271
"De 3 a 5 años (016)",266,29,237
"De 6 a 11 años (017)",483,459,24
"De 12 a 16 años (018)",426,423,3
"De 17 a 24 años (019)",1043,1036,7
"Hombres (020)",1321,1184,137
"De 3 a 5 años (021)",137,18,119
"De 6 a 11 años (022)",249,234,15
"De 12 a 16 años (023)",207,206,1
"De 17 a 24 años (024)",728,726,2
"Mujeres (025)",897,763,134
"De 3 a 5 años (026)",129,11,118
"De 6 a 11 años (027)",234,225,9
"De 12 a 16 años (028)",219,217,2
"De 17 a 24 años (029)",315,310,5
,,,
"RURAL (030)",1264,1057,207
"De 3 a 5 años (031)",202,20,182
"De 6 a 11 años (032)",324,308,16
"De 12 a 16 años (033)",237,234,3
"De 17 a 24 años (034)",501,495,6
"Hombres (035)",683,582,101
"De 3 a 5 años (036)",105,13,92
"De 6 a 11 años (037)",168,163,5
"De 12 a 16 años (038)",125,124,1
"De 17 a 24 años (039)",285,282,3
"Mujeres (040)",581,475,106
"De 3 a 5 años (041)",97,7,90
"De 6 a 11 años (042)",156,145,11
"De 12 a 16 años (043)",112,110,2
"De 17 a 24 años (044)",216,213,3
