"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia JULCAN (000)",32985,735,12440,7595,5769,4221,2225
"Hombres (001)",16509,381,6283,3770,2866,2097,1112
"Mujeres (002)",16476,354,6157,3825,2903,2124,1113
"Viviendas particulares (003)",32928,735,12437,7580,5745,4208,2223
"Hombres (004)",16475,381,6283,3763,2850,2088,1110
"Mujeres (005)",16453,354,6154,3817,2895,2120,1113
"Viviendas colectivas (006)",38,,3,11,18,6,
"Hombres (007)",21,,,4,12,5,
"Mujeres (008)",17,,3,7,6,1,
"Otro tipo (009)",19,,,4,6,7,2
"Hombres (010)",13,,,3,4,4,2
"Mujeres (011)",6,,,1,2,3,
,,,,,,,
"URBANA (012)",4886,97,1637,1071,1013,756,312
"Hombres (013)",2361,48,838,487,485,356,147
"Mujeres (014)",2525,49,799,584,528,400,165
"Viviendas particulares (015)",4829,97,1634,1056,989,743,310
"Hombres (016)",2327,48,838,480,469,347,145
"Mujeres (017)",2502,49,796,576,520,396,165
"Viviendas colectivas (018)",38,,3,11,18,6,
"Hombres (019)",21,,,4,12,5,
"Mujeres (020)",17,,3,7,6,1,
"Otro tipo (021)",19,,,4,6,7,2
"Hombres (022)",13,,,3,4,4,2
"Mujeres (023)",6,,,1,2,3,
,,,,,,,
"RURAL (024)",28099,638,10803,6524,4756,3465,1913
"Hombres (025)",14148,333,5445,3283,2381,1741,965
"Mujeres (026)",13951,305,5358,3241,2375,1724,948
"Viviendas particulares (027)",28099,638,10803,6524,4756,3465,1913
"Hombres (028)",14148,333,5445,3283,2381,1741,965
"Mujeres (029)",13951,305,5358,3241,2375,1724,948
