"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia SANCHEZ CARRION (000)",69154,63558,5596
"Hombres (001)",32633,30600,2033
"Mujeres (002)",36521,32958,3563
"De 18 a 29 años (003)",24392,22317,2075
"Hombres (004)",11640,10621,1019
"Mujeres (005)",12752,11696,1056
"De 30 a 44 años (006)",21851,21135,716
"Hombres (007)",10245,9988,257
"Mujeres (008)",11606,11147,459
"De 45 a 64 años (009)",15653,14628,1025
"Hombres (010)",7398,7106,292
"Mujeres (011)",8255,7522,733
"De 65 y más años (012)",7258,5478,1780
"Hombres (013)",3350,2885,465
"Mujeres (014)",3908,2593,1315
,,,
"URBANA (015)",20274,19492,782
"Hombres (016)",9320,9015,305
"Mujeres (017)",10954,10477,477
"De 18 a 29 años (018)",7319,6912,407
"Hombres (019)",3444,3229,215
"Mujeres (020)",3875,3683,192
"De 30 a 44 años (021)",6691,6625,66
"Hombres (022)",3012,2988,24
"Mujeres (023)",3679,3637,42
"De 45 a 64 años (024)",4459,4362,97
"Hombres (025)",2035,2005,30
"Mujeres (026)",2424,2357,67
"De 65 y más años (027)",1805,1593,212
"Hombres (028)",829,793,36
"Mujeres (029)",976,800,176
,,,
"RURAL (030)",48880,44066,4814
"Hombres (031)",23313,21585,1728
"Mujeres (032)",25567,22481,3086
"De 18 a 29 años (033)",17073,15405,1668
"Hombres (034)",8196,7392,804
"Mujeres (035)",8877,8013,864
"De 30 a 44 años (036)",15160,14510,650
"Hombres (037)",7233,7000,233
"Mujeres (038)",7927,7510,417
"De 45 a 64 años (039)",11194,10266,928
"Hombres (040)",5363,5101,262
"Mujeres (041)",5831,5165,666
"De 65 y más años (042)",5453,3885,1568
"Hombres (043)",2521,2092,429
"Mujeres (044)",2932,1793,1139
