"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia HUANCAVELICA (000)",142723,141815,532,376
"Hombres (001)",69600,69233,171,196
"Mujeres (002)",73123,72582,361,180
"Menores de 1 año (003)",2947,2667,160,120
"Hombres (004)",1460,1329,68,63
"Mujeres (005)",1487,1338,92,57
"De 1 a 5 años (006)",17108,16774,90,244
"Hombres (007)",8666,8485,53,128
"Mujeres (008)",8442,8289,37,116
"De 6 a 14 años (009)",35196,35190,3,3
"Hombres (010)",17861,17857,2,2
"Mujeres (011)",17335,17333,1,1
"De 15 a 29 años (012)",38679,38674,4,1
"Hombres (013)",18699,18697,1,1
"Mujeres (014)",19980,19977,3,
"De 30 a 44 años (015)",22954,22943,10,1
"Hombres (016)",10878,10875,3,
"Mujeres (017)",12076,12068,7,1
"De 45 a 64 años (018)",17600,17563,35,2
"Hombres (019)",8340,8331,8,1
"Mujeres (020)",9260,9232,27,1
"De 65 a más años (021)",8239,8004,230,5
"Hombres (022)",3696,3659,36,1
"Mujeres (023)",4543,4345,194,4
,,,,
"URBANA (024)",59851,59516,194,141
"Hombres (025)",29150,29011,72,67
"Mujeres (026)",30701,30505,122,74
"Menores de 1 año (027)",1013,910,64,39
"Hombres (028)",502,458,27,17
"Mujeres (029)",511,452,37,22
"De 1 a 5 años (030)",5847,5707,44,96
"Hombres (031)",2969,2893,29,47
"Mujeres (032)",2878,2814,15,49
"De 6 a 14 años (033)",13122,13121,,1
"Hombres (034)",6740,6739,,1
"Mujeres (035)",6382,6382,,
"De 15 a 29 años (036)",18129,18127,1,1
"Hombres (037)",8842,8840,1,1
"Mujeres (038)",9287,9287,,
"De 30 a 44 años (039)",11117,11113,3,1
"Hombres (040)",5251,5250,1,
"Mujeres (041)",5866,5863,2,1
"De 45 a 64 años (042)",7468,7453,14,1
"Hombres (043)",3521,3516,5,
"Mujeres (044)",3947,3937,9,1
"De 65 a más años (045)",3155,3085,68,2
"Hombres (046)",1325,1315,9,1
"Mujeres (047)",1830,1770,59,1
,,,,
"RURAL (048)",82872,82299,338,235
"Hombres (049)",40450,40222,99,129
"Mujeres (050)",42422,42077,239,106
"Menores de 1 año (051)",1934,1757,96,81
"Hombres (052)",958,871,41,46
"Mujeres (053)",976,886,55,35
"De 1 a 5 años (054)",11261,11067,46,148
"Hombres (055)",5697,5592,24,81
"Mujeres (056)",5564,5475,22,67
"De 6 a 14 años (057)",22074,22069,3,2
"Hombres (058)",11121,11118,2,1
"Mujeres (059)",10953,10951,1,1
"De 15 a 29 años (060)",20550,20547,3,
"Hombres (061)",9857,9857,,
"Mujeres (062)",10693,10690,3,
"De 30 a 44 años (063)",11837,11830,7,
"Hombres (064)",5627,5625,2,
"Mujeres (065)",6210,6205,5,
"De 45 a 64 años (066)",10132,10110,21,1
"Hombres (067)",4819,4815,3,1
"Mujeres (068)",5313,5295,18,
"De 65 a más años (069)",5084,4919,162,3
"Hombres (070)",2371,2344,27,
"Mujeres (071)",2713,2575,135,3
