"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia AYMARAES (000)",29569,13322,2850,1060,12690
"Menos de 1 año (001)",508,435,18,8,48
"De 1 a 14 años (002)",9671,7936,598,167,988
"De 15 a 29 años (003)",6022,1904,518,266,3437
"De 30 a 44 años (004)",5199,1129,810,358,3082
"De 45 a 64 años (005)",4701,1095,572,171,2914
"De 65 y mas años (006)",3468,823,334,90,2221
"Hombres (008)",15073,5889,1765,832,6920
"Menos de 1 año (009)",250,218,10,5,17
"De 1 a 14 años (010)",4926,4003,322,82,527
"De 15 a 29 años (011)",3232,759,358,239,1975
"De 30 a 44 años (012)",2774,292,544,324,1791
"De 45 a 64 años (013)",2312,321,335,131,1574
"De 65 y mas años (014)",1579,296,196,51,1036
"Mujeres (016)",14496,7433,1085,228,5770
"Menos de 1 año (017)",258,217,8,3,31
"De 1 a 14 años (018)",4745,3933,276,85,461
"De 15 a 29 años (019)",2790,1145,160,27,1462
"De 30 a 44 años (020)",2425,837,266,34,1291
"De 45 a 64 años (021)",2389,774,237,40,1340
"De 65 y mas años (022)",1889,527,138,39,1185
,,,,,
"URBANA (024)",12764,4954,1595,284,5955
"Menos de 1 año (025)",217,177,12,4,25
"De 1 a 14 años (026)",4205,3158,445,69,547
"De 15 a 29 años (027)",2661,739,206,47,1670
"De 30 a 44 años (028)",2310,336,383,63,1532
"De 45 a 64 años (029)",1975,313,345,54,1267
"De 65 y mas años (030)",1396,231,204,47,914
"Hombres (032)",6310,2276,823,170,3054
"Menos de 1 año (033)",108,88,7,2,11
"De 1 a 14 años (034)",2140,1603,229,33,281
"De 15 a 29 años (035)",1342,310,96,33,904
"De 30 a 44 años (036)",1147,93,191,42,824
"De 45 a 64 años (037)",959,100,179,36,647
"De 65 y mas años (038)",614,82,121,24,387
"Mujeres (040)",6454,2678,772,114,2901
"Menos de 1 año (041)",109,89,5,2,14
"De 1 a 14 años (042)",2065,1555,216,36,266
"De 15 a 29 años (043)",1319,429,110,14,766
"De 30 a 44 años (044)",1163,243,192,21,708
"De 45 a 64 años (045)",1016,213,166,18,620
"De 65 y mas años (046)",782,149,83,23,527
,,,,,
"RURAL (048)",16805,8368,1255,776,6735
"Menos de 1 año (049)",291,258,6,4,23
"De 1 a 14 años (050)",5466,4778,153,98,441
"De 15 a 29 años (051)",3361,1165,312,219,1767
"De 30 a 44 años (052)",2889,793,427,295,1550
"De 45 a 64 años (053)",2726,782,227,117,1647
"De 65 y mas años (054)",2072,592,130,43,1307
"Hombres (056)",8763,3613,942,662,3866
"Menos de 1 año (057)",142,130,3,3,6
"De 1 a 14 años (058)",2786,2400,93,49,246
"De 15 a 29 años (059)",1890,449,262,206,1071
"De 30 a 44 años (060)",1627,199,353,282,967
"De 45 a 64 años (061)",1353,221,156,95,927
"De 65 y mas años (062)",965,214,75,27,649
"Mujeres (064)",8042,4755,313,114,2869
"Menos de 1 año (065)",149,128,3,1,17
"De 1 a 14 años (066)",2680,2378,60,49,195
"De 15 a 29 años (067)",1471,716,50,13,696
"De 30 a 44 años (068)",1262,594,74,13,583
"De 45 a 64 años (069)",1373,561,71,22,720
"De 65 y mas años (070)",1107,378,55,16,658
