"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUANCA SANCOS (000)",3517,495,806,1640,14,533,29
"Sin nivel (001)",388,1,77,210,1,98,1
"Educación inicial (002)",3,,,2,,1,
"Primaria (003)",1317,5,311,739,5,249,8
"Secundaria (004)",1038,53,332,492,6,139,16
"Superior no univ. incompleta (005)",112,32,24,37,,17,2
"Superior no univ. completa (006)",301,149,39,89,,23,1
"Superior univ. incompleta (007)",86,34,15,33,2,2,
"Superior univ. completa (008)",272,221,8,38,,4,1
"Hombres (010)",2155,324,632,995,10,193,1
"Sin nivel (011)",86,,26,51,1,8,
"Primaria (013)",750,2,227,446,2,73,
"Secundaria (014)",794,38,301,365,5,84,1
"Superior no univ. incompleta (015)",76,20,22,26,,8,
"Superior no univ. completa (016)",177,77,33,51,,16,
"Superior univ. incompleta (017)",77,29,15,29,2,2,
"Superior univ. completa (018)",195,158,8,27,,2,
"Mujeres (020)",1362,171,174,645,4,340,28
"Sin nivel (021)",302,1,51,159,,90,1
"Educación inicial (022)",3,,,2,,1,
"Primaria (023)",567,3,84,293,3,176,8
"Secundaria (024)",244,15,31,127,1,55,15
"Superior no univ. incompleta (025)",36,12,2,11,,9,2
"Superior no univ. completa (026)",124,72,6,38,,7,1
"Superior univ. incompleta (027)",9,5,,4,,,
"Superior univ. completa (028)",77,63,,11,,2,1
,,,,,,,
"URBANA (030)",2300,462,508,1038,12,254,26
"Sin nivel (031)",140,1,30,80,,28,1
"Primaria (033)",758,4,198,431,5,112,8
"Secundaria (034)",735,48,220,360,6,87,14
"Superior no univ. incompleta (035)",85,28,14,32,,9,2
"Superior no univ. completa (036)",270,144,30,80,,15,1
"Superior univ. incompleta (037)",63,32,9,20,1,1,
"Superior univ. completa (038)",249,205,7,35,,2,
"Hombres (040)",1419,296,423,599,8,93,
"Sin nivel (041)",30,,13,16,,1,
"Primaria (043)",406,1,150,227,2,26,
"Secundaria (044)",545,33,207,249,5,51,
"Superior no univ. incompleta (045)",56,18,12,22,,4,
"Superior no univ. completa (046)",151,73,25,43,,10,
"Superior univ. incompleta (047)",54,27,9,16,1,1,
"Superior univ. completa (048)",177,144,7,26,,,
"Mujeres (050)",881,166,85,439,4,161,26
"Sin nivel (051)",110,1,17,64,,27,1
"Primaria (053)",352,3,48,204,3,86,8
"Secundaria (054)",190,15,13,111,1,36,14
"Superior no univ. incompleta (055)",29,10,2,10,,5,2
"Superior no univ. completa (056)",119,71,5,37,,5,1
"Superior univ. incompleta (057)",9,5,,4,,,
"Superior univ. completa (058)",72,61,,9,,2,
,,,,,,,
"RURAL (060)",1217,33,298,602,2,279,3
"Sin nivel (061)",248,,47,130,1,70,
"Educación inicial (062)",3,,,2,,1,
"Primaria (063)",559,1,113,308,,137,
"Secundaria (064)",303,5,112,132,,52,2
"Superior no univ. incompleta (065)",27,4,10,5,,8,
"Superior no univ. completa (066)",31,5,9,9,,8,
"Superior univ. incompleta (067)",23,2,6,13,1,1,
"Superior univ. completa (068)",23,16,1,3,,2,1
"Hombres (070)",736,28,209,396,2,100,1
"Sin nivel (071)",56,,13,35,1,7,
"Primaria (073)",344,1,77,219,,47,
"Secundaria (074)",249,5,94,116,,33,1
"Superior no univ. incompleta (075)",20,2,10,4,,4,
"Superior no univ. completa (076)",26,4,8,8,,6,
"Superior univ. incompleta (077)",23,2,6,13,1,1,
"Superior univ. completa (078)",18,14,1,1,,2,
"Mujeres (080)",481,5,89,206,,179,2
"Sin nivel (081)",192,,34,95,,63,
"Educación inicial (082)",3,,,2,,1,
"Primaria (083)",215,,36,89,,90,
"Secundaria (084)",54,,18,16,,19,1
"Superior no univ. incompleta (085)",7,2,,1,,4,
"Superior no univ. completa (086)",5,1,1,1,,2,
"Superior univ. completa (088)",5,2,,2,,,1
