"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia BARRANCA (000)",39073,473,13106,11840,4736,1869,863,239,30,,5917
"Conviviente (001)",13696,181,5478,4411,1464,523,205,67,5,,1362
"Separado(a) (002)",2956,57,1052,993,391,146,79,19,3,,216
"Casado(a) (003)",13975,131,4599,4704,2180,870,383,107,13,,988
"Viudo(a) (004)",3146,68,1252,925,345,149,99,37,5,,266
"Divorciado(a) (005)",217,6,74,61,32,13,7,,,,24
"Soltero(a) (006)",5083,30,651,746,324,168,90,9,4,,3061
,,,,,,,,,,,
"URBANA (008)",33856,375,10896,10175,4295,1696,800,216,28,,5375
"Conviviente (009)",11280,129,4413,3604,1264,448,181,58,5,,1178
"Separado(a) (010)",2618,47,909,885,349,133,75,16,3,,201
"Casado(a) (011)",12292,109,3842,4149,2039,813,359,98,12,,871
"Viudo(a) (012)",2735,57,1065,803,307,131,89,35,4,,244
"Divorciado(a) (013)",203,5,67,57,31,13,7,,,,23
"Soltero(a) (014)",4728,28,600,677,305,158,89,9,4,,2858
,,,,,,,,,,,
"RURAL (016)",5217,98,2210,1665,441,173,63,23,2,,542
"Conviviente (017)",2416,52,1065,807,200,75,24,9,,,184
"Separado(a) (018)",338,10,143,108,42,13,4,3,,,15
"Casado(a) (019)",1683,22,757,555,141,57,24,9,1,,117
"Viudo(a) (020)",411,11,187,122,38,18,10,2,1,,22
"Divorciado(a) (021)",14,1,7,4,1,,,,,,1
"Soltero(a) (022)",355,2,51,69,19,10,1,,,,203
