"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ASUNCION (000)",6543,916,665,146,4826
"Conviviente (001)",1137,57,109,20,952
"Separado(a) (002)",127,11,10,2,104
"Casado(a) (003)",2550,83,340,62,2073
"Viudo(a) (004)",501,21,15,6,460
"Divorciado(a) (005)",16,1,,,15
"Soltero(a) (006)",2212,743,191,56,1222
"Hombres (008)",3076,422,365,98,2200
"Conviviente (009)",550,17,60,15,459
"Separado(a) (010)",30,3,5,2,20
"Casado(a) (011)",1233,33,197,36,974
"Viudo(a) (012)",71,4,4,2,62
"Divorciado(a) (013)",6,,,,6
"Soltero(a) (014)",1186,365,99,43,679
"Mujeres (016)",3467,494,300,48,2626
"Conviviente (017)",587,40,49,5,493
"Separado(a) (018)",97,8,5,,84
"Casado(a) (019)",1317,50,143,26,1099
"Viudo(a) (020)",430,17,11,4,398
"Divorciado(a) (021)",10,1,,,9
"Soltero(a) (022)",1026,378,92,13,543
,,,,,
"URBANA (024)",1581,114,422,115,939
"Conviviente (025)",360,13,80,13,255
"Separado(a) (026)",39,,9,1,29
"Casado(a) (027)",595,14,221,49,318
"Viudo(a) (028)",72,3,9,4,57
"Divorciado(a) (029)",3,,,,3
"Soltero(a) (030)",512,84,103,48,277
"Hombres (032)",778,48,219,78,441
"Conviviente (033)",179,4,43,10,123
"Separado(a) (034)",12,,5,1,6
"Casado(a) (035)",290,6,116,28,146
"Viudo(a) (036)",12,1,3,1,8
"Divorciado(a) (037)",2,,,,2
"Soltero(a) (038)",283,37,52,38,156
"Mujeres (040)",803,66,203,37,498
"Conviviente (041)",181,9,37,3,132
"Separado(a) (042)",27,,4,,23
"Casado(a) (043)",305,8,105,21,172
"Viudo(a) (044)",60,2,6,3,49
"Divorciado(a) (045)",1,,,,1
"Soltero(a) (046)",229,47,51,10,121
,,,,,
"RURAL (048)",4962,802,243,31,3887
"Conviviente (049)",777,44,29,7,697
"Separado(a) (050)",88,11,1,1,75
"Casado(a) (051)",1955,69,119,13,1755
"Viudo(a) (052)",429,18,6,2,403
"Divorciado(a) (053)",13,1,,,12
"Soltero(a) (054)",1700,659,88,8,945
"Hombres (056)",2298,374,146,20,1759
"Conviviente (057)",371,13,17,5,336
"Separado(a) (058)",18,3,,1,14
"Casado(a) (059)",943,27,81,8,828
"Viudo(a) (060)",59,3,1,1,54
"Divorciado(a) (061)",4,,,,4
"Soltero(a) (062)",903,328,47,5,523
"Mujeres (064)",2664,428,97,11,2128
"Conviviente (065)",406,31,12,2,361
"Separado(a) (066)",70,8,1,,61
"Casado(a) (067)",1012,42,38,5,927
"Viudo(a) (068)",370,15,5,1,349
"Divorciado(a) (069)",9,1,,,8
"Soltero(a) (070)",797,331,41,3,422
