"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia LAMPA (000)",18504,48269,42453,,725,88,1.5
"De 12 a 14 años (001)",1686,15,14,,2,93.3,13.3
"De 15 a 19 años (002)",2432,307,290,100,94.5,32.6,
"De 20 a 24 años (003)",2165,1528,1475,219,96.5,14.3,
"De 25 a 29 años (004)",1870,2718,2583,159,95,5.8,
"De 30 a 34 años (005)",1569,3512,3297,108,93.9,3.1,
"De 35 a 39 años (006)",1561,4771,4449,94,93.3,2,
"De 40 a 44 años (007)",1329,5230,4805,39,91.9,0.7,
"De 45 a 49 años (008)",1155,5224,4740,4,90.7,0.1,
"De 50 y más años (009)",4737,24964,20800,,83.3,,
"PEA (010)",5440,15593,13928,191,89.3,1.2,
"De 12 a 14 años (011)",47,3,3,1,100,33.3,
"De 15 a 19 años (012)",404,64,58,16,90.6,25,
"De 20 a 24 años (013)",688,460,445,53,96.7,11.5,
"De 25 a 29 años (014)",696,906,860,51,94.9,5.6,
"De 30 a 34 años (015)",596,1196,1110,23,92.8,1.9,
"De 35 a 39 años (016)",580,1602,1492,30,93.1,1.9,
"De 40 a 44 años (017)",509,1884,1733,14,92,0.7,
"De 45 a 49 años (018)",478,2090,1905,3,91.1,0.1,
"De 50 y más años (019)",1442,7388,6322,,85.6,,
"Ocupada (020)",5000,15079,13460,184,89.3,1.2,
"De 12 a 14 años (021)",43,3,3,1,100,33.3,
"De 15 a 19 años (022)",321,60,56,16,93.3,26.7,
"De 20 a 24 años (023)",570,422,408,50,96.7,11.8,
"De 25 a 29 años (024)",613,837,794,48,94.9,5.7,
"De 30 a 34 años (025)",534,1112,1033,22,92.9,2,
"De 35 a 39 años (026)",544,1522,1416,30,93,2,
"De 40 a 44 años (027)",497,1844,1696,14,92,0.8,
"De 45 a 49 años (028)",463,2049,1870,3,91.3,0.1,
"De 50 y más años (029)",1415,7230,6184,,85.5,,
"Desocupada (030)",440,514,468,7,91.1,1.4,
"De 12 a 14 años (031)",4,,,,,,
"De 15 a 19 años (032)",83,4,2,,50,,
"De 20 a 24 años (033)",118,38,37,3,97.4,7.9,
"De 25 a 29 años (034)",83,69,66,3,95.7,4.3,
"De 30 a 34 años (035)",62,84,77,1,91.7,1.2,
"De 35 a 39 años (036)",36,80,76,,95,,
