"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PALPA (000)",11461,2220,1938,329,6990
"Hombres (001)",5858,1011,987,178,3692
"Mujeres (002)",5603,1209,951,151,3298
"PEA (003)",5347,320,820,196,4020
"Hombres (004)",3570,157,501,127,2791
"Mujeres (005)",1777,163,319,69,1229
"Ocupada (006)",5170,311,816,194,3858
"Hombres (007)",3444,152,497,126,2675
"Mujeres (008)",1726,159,319,68,1183
"Desocupada (009)",177,9,4,2,162
"Hombres (010)",126,5,4,1,116
"Mujeres (011)",51,4,,1,46
"No PEA (012)",6114,1900,1118,133,2970
"Hombres (013)",2288,854,486,51,901
"Mujeres (014)",3826,1046,632,82,2069
,,,,,
"URBANA (018)",7537,1397,1447,281,4424
"Hombres (019)",3748,642,718,150,2247
"Mujeres (020)",3789,755,729,131,2177
"PEA (021)",3494,228,640,161,2472
"Hombres (022)",2191,115,375,102,1604
"Mujeres (023)",1303,113,265,59,868
"Ocupada (024)",3374,223,638,160,2360
"Hombres (025)",2103,112,373,102,1521
"Mujeres (026)",1271,111,265,58,839
"Desocupada (027)",120,5,2,1,112
"Hombres (028)",88,3,2,,83
"Mujeres (029)",32,2,,1,29
"No PEA (030)",4043,1169,807,120,1952
"Hombres (031)",1557,527,343,48,643
"Mujeres (032)",2486,642,464,72,1309
,,,,,
"RURAL (036)",3924,823,491,48,2566
"Hombres (037)",2110,369,269,28,1445
"Mujeres (038)",1814,454,222,20,1121
"PEA (039)",1853,92,180,35,1548
"Hombres (040)",1379,42,126,25,1187
"Mujeres (041)",474,50,54,10,361
"Ocupada (042)",1796,88,178,34,1498
"Hombres (043)",1341,40,124,24,1154
"Mujeres (044)",455,48,54,10,344
"Desocupada (045)",57,4,2,1,50
"Hombres (046)",38,2,2,1,33
"Mujeres (047)",19,2,,,17
"No PEA (048)",2071,731,311,13,1018
"Hombres (049)",731,327,143,3,258
"Mujeres (050)",1340,404,168,10,760
