"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia YAULI (000)",18796,10085,2233,3441,3037
"Hombres (001)",13825,6364,1795,3048,2618
"Mujeres (002)",4971,3721,438,393,419
"De 06 a 14 años (003)",103,96,5,1,1
"Hombres (004)",56,51,4,1,
"Mujeres (005)",47,45,1,,1
"De 15 a 29 años (006)",5670,3147,806,868,849
"Hombres (007)",4075,2009,604,751,711
"Mujeres (008)",1595,1138,202,117,138
"De 30 a 44 años (009)",7577,3764,887,1551,1375
"Hombres (010)",5658,2371,722,1359,1206
"Mujeres (011)",1919,1393,165,192,169
"De 45 a 64 años (012)",4896,2588,516,1004,788
"Hombres (013)",3690,1636,454,922,678
"Mujeres (014)",1206,952,62,82,110
"De 65 y más años (015)",550,490,19,17,24
"Hombres (016)",346,297,11,15,23
"Mujeres (017)",204,193,8,2,1
,,,,,
"URBANA (018)",16261,8499,1960,3030,2772
"Hombres (019)",11792,5211,1547,2658,2376
"Mujeres (020)",4469,3288,413,372,396
"De 06 a 14 años (021)",86,79,5,1,1
"Hombres (022)",48,43,4,1,
"Mujeres (023)",38,36,1,,1
"De 15 a 29 años (024)",4835,2676,699,705,755
"Hombres (025)",3395,1660,509,597,629
"Mujeres (026)",1440,1016,190,108,126
"De 30 a 44 años (027)",6681,3285,789,1363,1244
"Hombres (028)",4904,2013,630,1179,1082
"Mujeres (029)",1777,1272,159,184,162
"De 45 a 64 años (030)",4252,2103,452,947,750
"Hombres (031)",3194,1287,395,868,644
"Mujeres (032)",1058,816,57,79,106
"De 65 y más años (033)",407,356,15,14,22
"Hombres (034)",251,208,9,13,21
"Mujeres (035)",156,148,6,1,1
,,,,,
"RURAL (036)",2535,1586,273,411,265
"Hombres (037)",2033,1153,248,390,242
"Mujeres (038)",502,433,25,21,23
"De 06 a 14 años (039)",17,17,,,
"Hombres (040)",8,8,,,
"Mujeres (041)",9,9,,,
"De 15 a 29 años (042)",835,471,107,163,94
"Hombres (043)",680,349,95,154,82
"Mujeres (044)",155,122,12,9,12
"De 30 a 44 años (045)",896,479,98,188,131
"Hombres (046)",754,358,92,180,124
"Mujeres (047)",142,121,6,8,7
"De 45 a 64 años (048)",644,485,64,57,38
"Hombres (049)",496,349,59,54,34
"Mujeres (050)",148,136,5,3,4
"De 65 y más años (051)",143,134,4,3,2
"Hombres (052)",95,89,2,2,2
"Mujeres (053)",48,45,2,1,
