"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",23781,5013,2966,994,14848
"Sin Nivel (001)",2624,816,153,36,1625
"Educación Inicial (002)",523,281,70,12,160
"Primaria (003)",7558,2088,518,184,4780
"Secundaria (004)",7406,1396,678,260,5080
"Sup. no Univ. Incompleta (005)",1845,198,191,126,1333
"Sup. no Univ. Completa (006)",1653,96,548,200,814
"Sup. Univ. Incompleta (007)",760,53,130,81,496
"Sup. Univ. Completa (008)",1412,85,678,95,560
"Hombres (010)",12697,2427,1632,736,7932
"Sin Nivel (011)",859,326,60,8,468
"Educación Inicial (012)",274,147,34,9,84
"Primaria (013)",3765,990,244,95,2444
"Secundaria (014)",4416,733,414,211,3066
"Sup. no Univ. Incompleta (015)",1046,100,127,107,714
"Sup. no Univ. Completa (016)",1005,53,290,172,495
"Sup. Univ. Incompleta (017)",472,28,80,66,298
"Sup. Univ. Completa (018)",860,50,383,68,363
"Mujeres (020)",11084,2586,1334,258,6916
"Sin Nivel (021)",1765,490,93,28,1157
"Educación Inicial (022)",249,134,36,3,76
"Primaria (023)",3793,1098,274,89,2336
"Secundaria (024)",2990,663,264,49,2014
"Sup. no Univ. Incompleta (025)",799,98,64,19,619
"Sup. no Univ. Completa (026)",648,43,258,28,319
"Sup. Univ. Incompleta (027)",288,25,50,15,198
"Sup. Univ. Completa (028)",552,35,295,27,197
,,,,,
"URBANA (030)",10282,2188,1762,340,6008
"Sin Nivel (031)",878,299,88,11,483
"Educación Inicial (032)",209,100,48,4,57
"Primaria (033)",2972,900,282,84,1710
"Secundaria (034)",3134,615,355,90,2078
"Sup. no Univ. Incompleta (035)",929,127,88,23,693
"Sup. no Univ. Completa (036)",871,56,347,61,408
"Sup. Univ. Incompleta (037)",381,30,82,22,247
"Sup. Univ. Completa (038)",908,61,472,45,332
"Hombres (040)",5324,1073,891,220,3150
"Sin Nivel (041)",309,134,31,3,141
"Educación Inicial (042)",110,53,25,3,29
"Primaria (043)",1413,417,137,39,823
"Secundaria (044)",1795,323,190,71,1215
"Sup. no Univ. Incompleta (045)",461,64,47,14,337
"Sup. no Univ. Completa (046)",501,33,165,46,258
"Sup. Univ. Incompleta (047)",219,14,42,17,146
"Sup. Univ. Completa (048)",516,35,254,27,201
"Mujeres (050)",4958,1115,871,120,2858
"Sin Nivel (051)",569,165,57,8,342
"Educación Inicial (052)",99,47,23,1,28
"Primaria (053)",1559,483,145,45,887
"Secundaria (054)",1339,292,165,19,863
"Sup. no Univ. Incompleta (055)",468,63,41,9,356
"Sup. no Univ. Completa (056)",370,23,182,15,150
"Sup. Univ. Incompleta (057)",162,16,40,5,101
"Sup. Univ. Completa (058)",392,26,218,18,131
,,,,,
"RURAL (060)",13499,2825,1204,654,8840
"Sin Nivel (061)",1746,517,65,25,1142
"Educación Inicial (062)",314,181,22,8,103
"Primaria (063)",4586,1188,236,100,3070
"Secundaria (064)",4272,781,323,170,3002
"Sup. no Univ. Incompleta (065)",916,71,103,103,640
"Sup. no Univ. Completa (066)",782,40,201,139,406
"Sup. Univ. Incompleta (067)",379,23,48,59,249
"Sup. Univ. Completa (068)",504,24,206,50,228
"Hombres (070)",7373,1354,741,516,4782
"Sin Nivel (071)",550,192,29,5,327
"Educación Inicial (072)",164,94,9,6,55
"Primaria (073)",2352,573,107,56,1621
"Secundaria (074)",2621,410,224,140,1851
"Sup. no Univ. Incompleta (075)",585,36,80,93,377
"Sup. no Univ. Completa (076)",504,20,125,126,237
"Sup. Univ. Incompleta (077)",253,14,38,49,152
"Sup. Univ. Completa (078)",344,15,129,41,162
"Mujeres (080)",6126,1471,463,138,4058
"Sin Nivel (081)",1196,325,36,20,815
"Educación Inicial (082)",150,87,13,2,48
"Primaria (083)",2234,615,129,44,1449
"Secundaria (084)",1651,371,99,30,1151
"Sup. no Univ. Incompleta (085)",331,35,23,10,263
"Sup. no Univ. Completa (086)",278,20,76,13,169
"Sup. Univ. Incompleta (087)",126,9,10,10,97
"Sup. Univ. Completa (088)",160,9,77,9,66
