"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia LA UNION (000)",13419,3467,2847,2983,2535,1587
"Hombres (001)",6684,1780,1482,1446,1278,698
"Mujeres (002)",6735,1687,1365,1537,1257,889
"PEA (003)",5951,264,1411,2043,1584,649
"Hombres (004)",3620,122,884,1191,1026,397
"Mujeres (005)",2331,142,527,852,558,252
"Ocupada (006)",5843,260,1361,2015,1564,643
"Hombres (007)",3541,120,848,1167,1012,394
"Mujeres (008)",2302,140,513,848,552,249
"Desocupada (009)",108,4,50,28,20,6
"Hombres (010)",79,2,36,24,14,3
"Mujeres (011)",29,2,14,4,6,3
"No PEA (012)",7468,3203,1436,940,951,938
"Hombres (013)",3064,1658,598,255,252,301
"Mujeres (014)",4404,1545,838,685,699,637
,,,,,,
"URBANA (018)",6573,1704,1502,1498,1168,701
"Hombres (019)",3239,878,777,709,581,294
"Mujeres (020)",3334,826,725,789,587,407
"PEA (021)",2998,166,738,1076,737,281
"Hombres (022)",1723,75,448,591,450,159
"Mujeres (023)",1275,91,290,485,287,122
"Ocupada (024)",2924,165,705,1056,723,275
"Hombres (025)",1673,75,426,574,442,156
"Mujeres (026)",1251,90,279,482,281,119
"Desocupada (027)",74,1,33,20,14,6
"Hombres (028)",50,,22,17,8,3
"Mujeres (029)",24,1,11,3,6,3
"No PEA (030)",3575,1538,764,422,431,420
"Hombres (031)",1516,803,329,118,131,135
"Mujeres (032)",2059,735,435,304,300,285
,,,,,,
"RURAL (036)",6846,1763,1345,1485,1367,886
"Hombres (037)",3445,902,705,737,697,404
"Mujeres (038)",3401,861,640,748,670,482
"PEA (039)",2953,98,673,967,847,368
"Hombres (040)",1897,47,436,600,576,238
"Mujeres (041)",1056,51,237,367,271,130
"Ocupada (042)",2919,95,656,959,841,368
"Hombres (043)",1868,45,422,593,570,238
"Mujeres (044)",1051,50,234,366,271,130
"Desocupada (045)",34,3,17,8,6,
"Hombres (046)",29,2,14,7,6,
"Mujeres (047)",5,1,3,1,,
"No PEA (048)",3893,1665,672,518,520,518
"Hombres (049)",1548,855,269,137,121,166
"Mujeres (050)",2345,810,403,381,399,352
