"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia LUCANAS (000)",1001,18,497,296,151,39
"Sin nivel (001)",83,1,14,17,33,18
"Educación inicial (002)",4,1,1,2,,
"Primaria (003)",286,11,93,98,64,20
"Secundaria (004)",426,5,260,118,42,1
"Superior no univ. incompleta (005)",44,,36,5,3,
"Superior no univ. completa (006)",109,,63,45,1,
"Superior univ. incompleta (007)",14,,10,2,2,
"Superior univ. completa (008)",35,,20,9,6,
"Hombres (010)",742,11,344,226,129,32
"Sin nivel (011)",62,1,12,10,27,12
"Educación inicial (012)",4,1,1,2,,
"Primaria (013)",224,6,68,77,54,19
"Secundaria (014)",319,3,184,94,37,1
"Superior no univ. incompleta (015)",33,,26,4,3,
"Superior no univ. completa (016)",68,,36,31,1,
"Superior univ. incompleta (017)",9,,6,1,2,
"Superior univ. completa (018)",23,,11,7,5,
"Mujeres (020)",259,7,153,70,22,7
"Sin nivel (021)",21,,2,7,6,6
"Primaria (023)",62,5,25,21,10,1
"Secundaria (024)",107,2,76,24,5,
"Superior no univ. incompleta (025)",11,,10,1,,
"Superior no univ. completa (026)",41,,27,14,,
"Superior univ. incompleta (027)",5,,4,1,,
"Superior univ. completa (028)",12,,9,2,1,
,,,,,,
"Area Urbana (030)",615,8,300,184,99,24
"Sin nivel (031)",45,,8,6,18,13
"Educación inicial (032)",2,,1,1,,
"Primaria (033)",140,5,33,55,37,10
"Secundaria (034)",261,3,152,71,34,1
"Superior no univ. incompleta (035)",29,,26,1,2,
"Superior no univ. completa (036)",96,,56,39,1,
"Superior univ. incompleta (037)",11,,7,2,2,
"Superior univ. completa (038)",31,,17,9,5,
"Hombres (040)",444,2,204,137,84,17
"Sin nivel (041)",30,,8,2,13,7
"Educación inicial (042)",2,,1,1,,
"Primaria (043)",101,1,20,40,31,9
"Secundaria (044)",198,1,107,58,31,1
"Superior no univ. incompleta (045)",24,,21,1,2,
"Superior no univ. completa (046)",61,,33,27,1,
"Superior univ. incompleta (047)",7,,4,1,2,
"Superior univ. completa (048)",21,,10,7,4,
"Mujeres (050)",171,6,96,47,15,7
"Sin nivel (051)",15,,,4,5,6
"Primaria (053)",39,4,13,15,6,1
"Secundaria (054)",63,2,45,13,3,
"Superior no univ. incompleta (055)",5,,5,,,
"Superior no univ. completa (056)",35,,23,12,,
"Superior univ. incompleta (057)",4,,3,1,,
"Superior univ. completa (058)",10,,7,2,1,
,,,,,,
"Area Rural (060)",386,10,197,112,52,15
"Sin nivel (061)",38,1,6,11,15,5
"Educación inicial (062)",2,1,,1,,
"Primaria (063)",146,6,60,43,27,10
"Secundaria (064)",165,2,108,47,8,
"Superior no univ. incompleta (065)",15,,10,4,1,
"Superior no univ. completa (066)",13,,7,6,,
"Superior univ. incompleta (067)",3,,3,,,
"Superior univ. completa (068)",4,,3,,1,
"Hombres (070)",298,9,140,89,45,15
"Sin nivel (071)",32,1,4,8,14,5
"Educación inicial (072)",2,1,,1,,
"Primaria (073)",123,5,48,37,23,10
"Secundaria (074)",121,2,77,36,6,
"Superior no univ. incompleta (075)",9,,5,3,1,
"Superior no univ. completa (076)",7,,3,4,,
"Superior univ. incompleta (077)",2,,2,,,
"Superior univ. completa (078)",2,,1,,1,
"Mujeres (080)",88,1,57,23,7,
"Sin nivel (081)",6,,2,3,1,
"Primaria (083)",23,1,12,6,4,
"Secundaria (084)",44,,31,11,2,
"Superior no univ. incompleta (085)",6,,5,1,,
"Superior no univ. completa (086)",6,,4,2,,
"Superior univ. incompleta (087)",1,,1,,,
"Superior univ. completa (088)",2,,2,,,
