"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia AREQUIPA (000)",823148,74991,222122,56866,474318
"Quechua (001)",101631,6292,14867,3193,77452
"Aymara (002)",13464,618,1953,456,10465
"Asháninka (003)",136,25,31,30,62
"Otra lengua nativa (004)",1054,146,243,72,601
"Castellano (005)",705179,67820,204821,52697,384757
"Idioma Extranjero (006)",1151,9,117,393,644
"Es Sordomudo/a (007)",533,81,90,25,337
"Hombres (009)",395106,34425,103868,30892,228717
"Quechua (010)",45102,2149,7523,1897,33646
"Aymara (011)",6252,215,1010,284,4759
"Asháninka (012)",74,13,18,15,33
"Otra lengua nativa (013)",520,67,120,43,295
"Castellano (014)",342330,31934,95087,28450,189506
"Idioma Extranjero (015)",561,5,64,193,309
"Es Sordomudo/a (016)",267,42,46,10,169
"Mujeres (018)",428042,40566,118254,25974,245601
"Quechua (019)",56529,4143,7344,1296,43806
"Aymara (020)",7212,403,943,172,5706
"Asháninka (021)",62,12,13,15,29
"Otra lengua nativa (022)",534,79,123,29,306
"Castellano (023)",362849,35886,109734,24247,195251
"Idioma Extranjero (024)",590,4,53,200,335
"Es Sordomudo/a (025)",266,39,44,15,168
,,,,,
"URBANA (027)",802911,71562,220052,55999,460414
"Quechua (028)",96775,5658,14649,3098,73543
"Aymara (029)",13110,591,1932,450,10165
"Asháninka (030)",133,25,31,30,59
"Otra lengua nativa (031)",1030,138,240,72,588
"Castellano (032)",690194,65064,202994,51931,375088
"Idioma Extranjero (033)",1151,9,117,393,644
"Es Sordomudo/a (034)",518,77,89,25,327
"Hombres (036)",384164,32809,102644,30308,221176
"Quechua (037)",42552,1875,7381,1828,31581
"Aymara (038)",6072,203,996,279,4610
"Asháninka (039)",72,13,18,15,31
"Otra lengua nativa (040)",511,64,120,43,289
"Castellano (041)",334137,30609,94020,27940,184192
"Idioma Extranjero (042)",561,5,64,193,309
"Es Sordomudo/a (043)",259,40,45,10,164
"Mujeres (045)",418747,38753,117408,25691,239238
"Quechua (046)",54223,3783,7268,1270,41962
"Aymara (047)",7038,388,936,171,5555
"Asháninka (048)",61,12,13,15,28
"Otra lengua nativa (049)",519,74,120,29,299
"Castellano (050)",356057,34455,108974,23991,190896
"Idioma Extranjero (051)",590,4,53,200,335
"Es Sordomudo/a (052)",259,37,44,15,163
,,,,,
"RURAL (054)",20237,3429,2070,867,13904
"Quechua (055)",4856,634,218,95,3909
"Aymara (056)",354,27,21,6,300
"Asháninka (057)",3,,,,3
"Otra lengua nativa (058)",24,8,3,,13
"Castellano (059)",14985,2756,1827,766,9669
"Es Sordomudo/a (061)",15,4,1,,10
"Hombres (063)",10942,1616,1224,584,7541
"Quechua (064)",2550,274,142,69,2065
"Aymara (065)",180,12,14,5,149
"Asháninka (066)",2,,,,2
"Otra lengua nativa (067)",9,3,,,6
"Castellano (068)",8193,1325,1067,510,5314
"Es Sordomudo/a (070)",8,2,1,,5
"Mujeres (072)",9295,1813,846,283,6363
"Quechua (073)",2306,360,76,26,1844
"Aymara (074)",174,15,7,1,151
"Asháninka (075)",1,,,,1
"Otra lengua nativa (076)",15,5,3,,7
"Castellano (077)",6792,1431,760,256,4355
"Es Sordomudo/a (079)",7,2,,,5
