"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia ANGARAES (000)",29316,22743,6573
"De 3 a 5 años (001)",5037,309,4728
"De 6 a 11 años (002)",10151,8639,1512
"De 12 a 16 años (003)",7015,6938,77
"De 17 a 24 años (004)",7113,6857,256
"Hombres (005)",14735,11547,3188
"De 3 a 5 años (006)",2509,153,2356
"De 6 a 11 años (007)",5191,4440,751
"De 12 a 16 años (008)",3548,3521,27
"De 17 a 24 años (009)",3487,3433,54
"Mujeres (010)",14581,11196,3385
"De 3 a 5 años (011)",2528,156,2372
"De 6 a 11 años (012)",4960,4199,761
"De 12 a 16 años (013)",3467,3417,50
"De 17 a 24 años (014)",3626,3424,202
,,,
"URBANA (015)",7844,6492,1352
"De 3 a 5 años (016)",1175,115,1060
"De 6 a 11 años (017)",2479,2236,243
"De 12 a 16 años (018)",2043,2025,18
"De 17 a 24 años (019)",2147,2116,31
"Hombres (020)",3890,3245,645
"De 3 a 5 años (021)",568,49,519
"De 6 a 11 años (022)",1246,1135,111
"De 12 a 16 años (023)",1034,1025,9
"De 17 a 24 años (024)",1042,1036,6
"Mujeres (025)",3954,3247,707
"De 3 a 5 años (026)",607,66,541
"De 6 a 11 años (027)",1233,1101,132
"De 12 a 16 años (028)",1009,1000,9
"De 17 a 24 años (029)",1105,1080,25
,,,
"RURAL (030)",21472,16251,5221
"De 3 a 5 años (031)",3862,194,3668
"De 6 a 11 años (032)",7672,6403,1269
"De 12 a 16 años (033)",4972,4913,59
"De 17 a 24 años (034)",4966,4741,225
"Hombres (035)",10845,8302,2543
"De 3 a 5 años (036)",1941,104,1837
"De 6 a 11 años (037)",3945,3305,640
"De 12 a 16 años (038)",2514,2496,18
"De 17 a 24 años (039)",2445,2397,48
"Mujeres (040)",10627,7949,2678
"De 3 a 5 años (041)",1921,90,1831
"De 6 a 11 años (042)",3727,3098,629
"De 12 a 16 años (043)",2458,2417,41
"De 17 a 24 años (044)",2521,2344,177
