"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SANTIAGO DE CHUCO (000)",16469,258,5757,5851,3424,1179
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",46,,7,22,17,
"Profes., científicos e intelectuales (002)",973,,149,573,247,4
"Técnicos de nivel medio y trab.asimilados (003)",478,,167,239,60,12
"Jefes y empleados de oficina (004)",454,,196,182,69,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",937,11,267,358,242,59
"Agricult.trabaj. calif. agrop. y pesqueros (006)",5269,31,1243,1727,1462,806
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1914,2,753,818,297,44
"Obreros construc., conf., papel, fab., instr. (008)",1169,6,321,554,272,16
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",3629,179,1911,874,523,142
"Otra (010)",22,,2,16,4,
"Ocupación no especificada (011)",530,3,183,184,104,56
"Desocupado (012)",1048,26,558,304,127,33
"Hombres (013)",13569,198,4709,4813,2839,1010
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",34,,5,15,14,
"Profes., científicos e intelectuales (015)",563,,74,336,151,2
"Técnicos de nivel medio y trab.asimilados (016)",392,,130,202,50,10
"Jefes y empleados de oficina (017)",298,,104,129,59,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",407,7,111,141,115,33
"Agricult.trabaj. calif. agrop. y pesqueros (019)",5081,29,1191,1671,1408,782
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",1748,1,682,773,264,28
"Obreros construc., conf., papel, fab., instr. (021)",1149,6,314,547,267,15
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",2778,133,1567,647,348,83
"Otra (023)",22,,2,16,4,
"Ocupación no especificada (024)",215,3,80,71,41,20
"Desocupado (025)",882,19,449,265,118,31
"Mujeres (026)",2900,60,1048,1038,585,169
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",12,,2,7,3,
"Profes., científicos e intelectuales (028)",410,,75,237,96,2
"Técnicos de nivel medio y trab.asimilados (029)",86,,37,37,10,2
"Jefes y empleados de oficina (030)",156,,92,53,10,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",530,4,156,217,127,26
"Agricult.trabaj. calif. agrop. y pesqueros (032)",188,2,52,56,54,24
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",166,1,71,45,33,16
