"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",336,4,147,115,61,9
"Conviviente (001)",79,,23,42,12,2
"Separado(a) (002)",13,,3,7,3,
"Casado(a) (003)",82,,14,38,26,4
"Viudo(a) (004)",5,,,2,2,1
"Soltero(a) (006)",157,4,107,26,18,2
"Hombres (008)",268,2,114,91,53,8
"Conviviente (009)",63,,18,32,11,2
"Separado(a) (010)",7,,2,2,3,
"Casado(a) (011)",71,,12,32,24,3
"Viudo(a) (012)",5,,,2,2,1
"Soltero(a) (014)",122,2,82,23,13,2
"Mujeres (016)",68,2,33,24,8,1
"Conviviente (017)",16,,5,10,1,
"Separado(a) (018)",6,,1,5,,
"Casado(a) (019)",11,,2,6,2,1
"Soltero(a) (022)",35,2,25,3,5,
,,,,,,
"AREA URBANA (024)",239,2,108,83,43,3
"Conviviente (025)",59,,17,33,9,
"Separado(a) (026)",11,,3,6,2,
"Casado(a) (027)",55,,11,23,19,2
"Viudo(a) (028)",4,,,2,1,1
"Soltero(a) (030)",110,2,77,19,12,
"Hombres (032)",175,,79,59,35,2
"Conviviente (033)",44,,13,23,8,
"Separado(a) (034)",5,,2,1,2,
"Casado(a) (035)",44,,9,17,17,1
"Viudo(a) (036)",4,,,2,1,1
"Soltero(a) (038)",78,,55,16,7,
"Mujeres (040)",64,2,29,24,8,1
"Conviviente (041)",15,,4,10,1,
"Separado(a) (042)",6,,1,5,,
"Casado(a) (043)",11,,2,6,2,1
"Soltero(a) (046)",32,2,22,3,5,
,,,,,,
"AREA RURAL (048)",97,2,39,32,18,6
"Conviviente (049)",20,,6,9,3,2
"Separado(a) (050)",2,,,1,1,
"Casado(a) (051)",27,,3,15,7,2
"Viudo(a) (052)",1,,,,1,
"Soltero(a) (054)",47,2,30,7,6,2
"Hombres (056)",93,2,35,32,18,6
"Conviviente (057)",19,,5,9,3,2
"Separado(a) (058)",2,,,1,1,
"Casado(a) (059)",27,,3,15,7,2
"Viudo(a) (060)",1,,,,1,
"Soltero(a) (062)",44,2,27,7,6,2
"Mujeres (064)",4,,4,,,
"Conviviente (065)",1,,1,,,
"Soltero(a) (070)",3,,3,,,
