"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",26389,493,8131,6551,5194,3939,2081
"Hombres (001)",13903,255,4175,3559,2765,2146,1003
"Mujeres (002)",12486,238,3956,2992,2429,1793,1078
"Viviendas particulares (003)",26354,492,8131,6538,5180,3933,2080
"Hombres (004)",13881,255,4175,3555,2754,2140,1002
"Mujeres (005)",12473,237,3956,2983,2426,1793,1078
"Viviendas colectivas (006)",25,1,,10,11,2,1
"Hombres (007)",13,,,2,8,2,1
"Mujeres (008)",12,1,,8,3,,
"Otro tipo (009)",10,,,3,3,4,
"Hombres (010)",9,,,2,3,4,
"Mujeres (011)",1,,,1,,,
,,,,,,,
"URBANA (012)",8593,146,2428,1971,1874,1429,745
"Hombres (013)",4349,73,1243,989,930,768,346
"Mujeres (014)",4244,73,1185,982,944,661,399
"Viviendas particulares (015)",8560,145,2428,1959,1860,1424,744
"Hombres (016)",4328,73,1243,985,919,763,345
"Mujeres (017)",4232,72,1185,974,941,661,399
"Viviendas colectivas (018)",24,1,,9,11,2,1
"Hombres (019)",13,,,2,8,2,1
"Mujeres (020)",11,1,,7,3,,
"Otro tipo (021)",9,,,3,3,3,
"Hombres (022)",8,,,2,3,3,
"Mujeres (023)",1,,,1,,,
,,,,,,,
"RURAL (024)",17796,347,5703,4580,3320,2510,1336
"Hombres (025)",9554,182,2932,2570,1835,1378,657
"Mujeres (026)",8242,165,2771,2010,1485,1132,679
"Viviendas particulares (027)",17794,347,5703,4579,3320,2509,1336
"Hombres (028)",9553,182,2932,2570,1835,1377,657
"Mujeres (029)",8241,165,2771,2009,1485,1132,679
"Viviendas colectivas (030)",1,,,1,,,
"Mujeres (032)",1,,,1,,,
"Otro tipo (033)",1,,,,,1,
"Hombres (034)",1,,,,,1,
