"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia ABANCAY",,,,
"Viviendas particulares (001)",15067,9460,5240,367
"Ocupantes presentes (002)",57731,37411,18977,1343
"Casa independiente",,,,
"Viviendas particulares (004)",12289,8384,3559,346
"Ocupantes presentes (005)",49156,33960,13910,1286
"Departamento en edificio",,,,
"Viviendas particulares (007)",284,216,68,
"Ocupantes presentes (008)",929,726,203,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",137,82,55,
"Ocupantes presentes (011)",417,246,171,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",2327,767,1544,16
"Ocupantes presentes (014)",7133,2447,4642,44
"Choza o cabaña",,,,
"Viviendas particulares (016)",3,,,3
"Ocupantes presentes (017)",11,,,11
"Vivienda improvisada",,,,
"Viviendas particulares (019)",3,1,2,
"Ocupantes presentes (020)",16,1,15,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",24,10,12,2
"Ocupantes presentes (023)",69,31,36,2
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",14440,9143,4980,317
"Ocupantes presentes (029)",55298,36100,18031,1167
"Casa independiente",,,,
"Viviendas particulares (031)",11734,8113,3324,297
"Ocupantes presentes (032)",46966,32785,13066,1115
"Departamento en edificio",,,,
"Viviendas particulares (034)",273,210,63,
"Ocupantes presentes (035)",888,705,183,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",126,71,55,
"Ocupantes presentes (038)",396,225,171,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",2278,739,1524,15
"Ocupantes presentes (041)",6953,2354,4560,39
"Choza o cabaña",,,,
"Viviendas particulares (043)",3,,,3
"Ocupantes presentes (044)",11,,,11
"Vivienda improvisada",,,,
"Viviendas particulares (046)",3,1,2,
"Ocupantes presentes (047)",16,1,15,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",23,9,12,2
"Ocupantes presentes (050)",68,30,36,2
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",627,317,260,50
"Ocupantes presentes (056)",2433,1311,946,176
"Casa independiente",,,,
"Viviendas particulares (058)",555,271,235,49
"Ocupantes presentes (059)",2190,1175,844,171
"Departamento en edificio",,,,
"Viviendas particulares (061)",11,6,5,
"Ocupantes presentes (062)",41,21,20,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",11,11,,
"Ocupantes presentes (065)",21,21,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",49,28,20,1
"Ocupantes presentes (068)",180,93,82,5
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",1,1,,
"Ocupantes presentes (077)",1,1,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",13784,9114,4528,142
"Ocupantes presentes (110)",52655,36057,16072,526
"Casa independiente",,,,
"Viviendas particulares (112)",11010,8038,2848,124
"Ocupantes presentes (113)",44092,32606,11006,480
"Departamento en edificio",,,,
"Viviendas particulares (115)",284,216,68,
"Ocupantes presentes (116)",929,726,203,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",137,82,55,
"Ocupantes presentes (119)",417,246,171,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",2327,767,1544,16
"Ocupantes presentes (122)",7133,2447,4642,44
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",3,1,2,
"Ocupantes presentes (128)",16,1,15,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",23,10,11,2
"Ocupantes presentes (131)",68,31,35,2
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",13250,8804,4319,127
"Ocupantes presentes (137)",50554,34777,15304,473
"Casa independiente",,,,
"Viviendas particulares (139)",10548,7774,2664,110
"Ocupantes presentes (140)",42234,31462,10340,432
"Departamento en edificio",,,,
"Viviendas particulares (142)",273,210,63,
"Ocupantes presentes (143)",888,705,183,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",126,71,55,
"Ocupantes presentes (146)",396,225,171,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",2278,739,1524,15
"Ocupantes presentes (149)",6953,2354,4560,39
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",3,1,2,
"Ocupantes presentes (155)",16,1,15,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",22,9,11,2
"Ocupantes presentes (158)",67,30,35,2
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",534,310,209,15
"Ocupantes presentes (164)",2101,1280,768,53
"Casa independiente",,,,
"Viviendas particulares (166)",462,264,184,14
"Ocupantes presentes (167)",1858,1144,666,48
"Departamento en edificio",,,,
"Viviendas particulares (169)",11,6,5,
"Ocupantes presentes (170)",41,21,20,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",11,11,,
"Ocupantes presentes (173)",21,21,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",49,28,20,1
"Ocupantes presentes (176)",180,93,82,5
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",1,1,,
"Ocupantes presentes (185)",1,1,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",1283,346,712,225
"Ocupantes presentes (218)",5076,1354,2905,817
"Casa independiente",,,,
"Viviendas particulares (220)",1279,346,711,222
"Ocupantes presentes (221)",5064,1354,2904,806
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",3,,,3
"Ocupantes presentes (233)",11,,,11
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",1,,1,
"Ocupantes presentes (239)",1,,1,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",1190,339,661,190
"Ocupantes presentes (245)",4744,1323,2727,694
"Casa independiente",,,,
"Viviendas particulares (247)",1186,339,660,187
"Ocupantes presentes (248)",4732,1323,2726,683
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",3,,,3
"Ocupantes presentes (260)",11,,,11
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",1,,1,
"Ocupantes presentes (266)",1,,1,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",93,7,51,35
"Ocupantes presentes (272)",332,31,178,123
"Casa independiente",,,,
"Viviendas particulares (274)",93,7,51,35
"Ocupantes presentes (275)",332,31,178,123
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
