"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia LIMA (000)",3156317,2836856,883502,539517,545583,355308,316745,118687,77514,319461
"Católica (001)",2622595,2353696,722804,456169,463760,297553,258704,94329,60377,268899
"Cristiana/Evangélica (002)",363555,332075,103623,55584,56954,41548,42759,18369,13238,31480
"Otra (003)",101521,91109,29768,15177,15579,11217,11442,4712,3214,10412
"Ninguna (004)",68646,59976,27307,12587,9290,4990,3840,1277,685,8670
,,,,,,,,,,
"URBANA (006)",3152892,2833601,882603,538915,545045,354946,316300,118463,77329,319291
"Católica (007)",2619815,2351062,722073,455683,463323,297248,258353,94156,60226,268753
"Cristiana/Evangélica (008)",363038,331576,103492,55492,56879,41501,42678,18325,13209,31462
"Otra (009)",101461,91053,29756,15166,15567,11210,11434,4710,3210,10408
"Ninguna (010)",68578,59910,27282,12574,9276,4987,3835,1272,684,8668
,,,,,,,,,,
"RURAL (012)",3425,3255,899,602,538,362,445,224,185,170
"Católica (013)",2780,2634,731,486,437,305,351,173,151,146
"Cristiana/Evangélica (014)",517,499,131,92,75,47,81,44,29,18
"Otra (015)",60,56,12,11,12,7,8,2,4,4
"Ninguna (016)",68,66,25,13,14,3,5,5,1,2
