"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MARISCAL CACERES (000)",47263,4923,1344,22583,14035,1169,1578,593,1038
"Quechua (001)",160,68,,71,14,1,2,1,3
"Aymara (002)",12,4,,4,3,,1,,
"Ashaninca (003)",4,,1,3,,,,,
"Otra lengua nativa (004)",14,1,1,7,5,,,,
"Castellano (005)",47001,4803,1336,22484,14010,1167,1575,591,1035
"Idioma extranjero (006)",4,1,,,1,1,,1,
"Es sordomudo/a (007)",68,46,6,14,2,,,,
"Hombres (009)",25133,2197,724,11821,7999,621,800,357,614
"Quechua (010)",82,17,,46,12,1,2,1,3
"Aymara (011)",8,2,,2,3,,1,,
"Ashaninca (012)",2,,,2,,,,,
"Otra lengua nativa (013)",6,1,1,2,2,,,,
"Castellano (014)",24994,2153,718,11761,7979,619,797,356,611
"Idioma extranjero (015)",2,,,,1,1,,,
"Es sordomudo/a (016)",39,24,5,8,2,,,,
"Mujeres (018)",22130,2726,620,10762,6036,548,778,236,424
"Quechua (019)",78,51,,25,2,,,,
"Aymara (020)",4,2,,2,,,,,
"Ashaninca (021)",2,,1,1,,,,,
"Otra lengua nativa (022)",8,,,5,3,,,,
"Castellano (023)",22007,2650,618,10723,6031,548,778,235,424
"Idioma extranjero (024)",2,1,,,,,,1,
"Es sordomudo/a (025)",29,22,1,6,,,,,
,,,,,,,,,
"URBANA (027)",29526,2329,778,11960,10463,1052,1438,522,984
"Quechua (028)",98,31,,49,11,1,2,1,3
"Aymara (029)",6,1,,2,2,,1,,
"Ashaninca (030)",2,,1,1,,,,,
"Otra lengua nativa (031)",14,1,1,7,5,,,,
"Castellano (032)",29366,2271,772,11895,10442,1050,1435,520,981
"Idioma extranjero (033)",4,1,,,1,1,,1,
"Es sordomudo/a (034)",36,24,4,6,2,,,,
"Hombres (036)",15119,1033,405,5851,5689,553,708,307,573
"Quechua (037)",51,7,,28,9,1,2,1,3
"Aymara (038)",4,,,1,2,,1,,
"Otra lengua nativa (040)",6,1,1,2,2,,,,
"Castellano (041)",15034,1011,401,5817,5673,551,705,306,570
"Idioma extranjero (042)",2,,,,1,1,,,
"Es sordomudo/a (043)",22,14,3,3,2,,,,
"Mujeres (045)",14407,1296,373,6109,4774,499,730,215,411
"Quechua (046)",47,24,,21,2,,,,
"Aymara (047)",2,1,,1,,,,,
"Ashaninca (048)",2,,1,1,,,,,
"Otra lengua nativa (049)",8,,,5,3,,,,
"Castellano (050)",14332,1260,371,6078,4769,499,730,214,411
"Idioma extranjero (051)",2,1,,,,,,1,
"Es sordomudo/a (052)",14,10,1,3,,,,,
,,,,,,,,,
"RURAL (054)",17737,2594,566,10623,3572,117,140,71,54
"Quechua (055)",62,37,,22,3,,,,
"Aymara (056)",6,3,,2,1,,,,
"Ashaninca (057)",2,,,2,,,,,
"Castellano (059)",17635,2532,564,10589,3568,117,140,71,54
"Es sordomudo/a (061)",32,22,2,8,,,,,
"Hombres (063)",10014,1164,319,5970,2310,68,92,50,41
"Quechua (064)",31,10,,18,3,,,,
"Aymara (065)",4,2,,1,1,,,,
"Ashaninca (066)",2,,,2,,,,,
"Castellano (068)",9960,1142,317,5944,2306,68,92,50,41
"Es sordomudo/a (070)",17,10,2,5,,,,,
"Mujeres (072)",7723,1430,247,4653,1262,49,48,21,13
"Quechua (073)",31,27,,4,,,,,
"Aymara (074)",2,1,,1,,,,,
"Castellano (077)",7675,1390,247,4645,1262,49,48,21,13
"Es sordomudo/a (079)",15,12,,3,,,,,
