"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CORONGO (000)",3057,2986,861,336,343,303,432,338,215,158,71,9657
"De 12 a 14 años (001)",311,310,309,1,,,,,,,1,1
"De 15 a 19 años (002)",392,388,340,45,2,1,,,,,4,52
"De 20 a 24 años (003)",258,235,83,92,48,8,2,2,,,23,232
"De 25 a 29 años (004)",252,241,31,69,72,46,19,3,1,,11,459
"De 30 a 34 años (005)",250,241,20,39,51,55,63,12,1,,9,675
"De 35 a 39 años (006)",268,262,11,19,59,67,65,37,4,,6,895
"De 40 a 44 años (007)",228,226,11,14,30,32,65,47,19,8,2,1017
"De 45 a 49 años (008)",197,194,10,9,25,18,46,46,28,12,3,983
"De 50 y más años (009)",901,889,46,48,56,76,172,191,162,138,12,5343
"PEA (010)",518,493,89,84,92,72,78,38,27,13,25,1445
"De 12 a 14 años (011)",4,4,4,,,,,,,,,
"De 15 a 19 años (012)",23,22,16,6,,,,,,,1,6
"De 20 a 24 años (013)",53,44,26,12,4,2,,,,,9,26
"De 25 a 29 años (014)",60,54,16,15,12,9,1,1,,,6,77
"De 30 a 34 años (015)",65,61,9,24,8,13,6,1,,,4,110
"De 35 a 39 años (016)",68,67,3,9,28,16,10,1,,,1,159
"De 40 a 44 años (017)",66,66,3,6,17,9,20,7,2,2,,244
"De 45 a 49 años (018)",52,50,3,4,11,7,11,5,8,1,2,205
"De 50 y más años (019)",127,125,9,8,12,16,30,23,17,10,2,618
"Ocupada (020)",507,483,84,84,91,71,78,37,26,12,24,1415
"De 12 a 14 años (021)",4,4,4,,,,,,,,,
"De 15 a 19 años (022)",21,20,14,6,,,,,,,1,6
"De 20 a 24 años (023)",49,40,23,12,3,2,,,,,9,24
