"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia YAUYOS (000)",12764,8919,903,525,2417
"Empleado (001)",1978,354,349,294,981
"Obrero (002)",3138,1196,284,225,1433
"Trabajador independiente (003)",5497,5327,170,,
"Empleador o patrono (004)",188,146,37,3,2
"Trabajador familiar no remunerado (005)",1840,1773,63,3,1
"Trabajador del hogar (006)",123,123,,,
"De 06 a 14 años (008)",155,140,13,2,
"Empleado (009)",3,3,,,
"Obrero (010)",13,12,1,,
"Trabajador independiente (011)",19,18,1,,
"Empleador o patrono (012)",1,1,,,
"Trabajador familiar no remunerado (013)",116,103,11,2,
"Trabajador del hogar (014)",3,3,,,
"De 15 a 29 años (016)",3255,2032,281,170,772
"Empleado (017)",511,109,86,72,244
"Obrero (018)",1200,447,128,97,528
"Trabajador independiente (019)",885,845,40,,
"Empleador o patrono (020)",30,24,5,1,
"Trabajador familiar no remunerado (021)",576,554,22,,
"Trabajador del hogar (022)",53,53,,,
"De 30 a 44 años (024)",4363,2596,377,248,1142
"Empleado (025)",955,164,180,151,460
"Obrero (026)",1208,328,105,94,681
"Trabajador independiente (027)",1628,1567,61,,
"Empleador o patrono (028)",59,44,13,2,
"Trabajador familiar no remunerado (029)",484,464,18,1,1
"Trabajador del hogar (030)",29,29,,,
"De 45 a 64 años (032)",3317,2556,188,96,477
"Empleado (033)",468,68,80,65,255
"Obrero (034)",572,277,44,31,220
"Trabajador independiente (035)",1775,1730,45,,
"Empleador o patrono (036)",54,42,10,,2
"Trabajador familiar no remunerado (037)",425,416,9,,
"Trabajador del hogar (038)",23,23,,,
"De 65 y más años (040)",1674,1595,44,9,26
"Empleado (041)",41,10,3,6,22
"Obrero (042)",145,132,6,3,4
"Trabajador independiente (043)",1190,1167,23,,
"Empleador o patrono (044)",44,35,9,,
"Trabajador familiar no remunerado (045)",239,236,3,,
"Trabajador del hogar (046)",15,15,,,
,,,,,
"URBANA (048)",6618,5024,586,291,717
"Empleado (049)",1313,207,249,213,644
"Obrero (050)",986,681,159,74,72
"Trabajador independiente (051)",3146,3031,115,,
"Empleador o patrono (052)",134,103,29,2,
"Trabajador familiar no remunerado (053)",946,909,34,2,1
"Trabajador del hogar (054)",93,93,,,
"De 06 a 14 años (056)",103,90,11,2,
