"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SANTA CRUZ (000)",41392,10975,3298,632,26529
"Sin Nivel (001)",6975,1989,336,64,4590
"Educación Inicial (002)",1212,831,105,24,255
"Primaria (003)",19750,5580,961,247,12977
"Secundaria (004)",10652,2479,757,155,7269
"Sup. no Univ. Incompleta (005)",695,35,100,15,548
"Sup. no Univ. Completa (006)",1127,32,536,77,485
"Sup. Univ. Incompleta (007)",300,9,88,17,186
"Sup. Univ. Completa (008)",681,20,415,33,219
"Hombres (010)",20758,5432,1690,351,13304
"Sin Nivel (011)",2445,946,148,24,1328
"Educación Inicial (012)",620,422,50,13,136
"Primaria (013)",9951,2742,512,117,6586
"Secundaria (014)",6221,1281,381,87,4476
"Sup. no Univ. Incompleta (015)",371,14,50,13,297
"Sup. no Univ. Completa (016)",595,15,261,60,261
"Sup. Univ. Incompleta (017)",171,4,55,16,96
"Sup. Univ. Completa (018)",384,8,233,21,124
"Mujeres (020)",20634,5543,1608,281,13225
"Sin Nivel (021)",4530,1043,188,40,3262
"Educación Inicial (022)",592,409,55,11,119
"Primaria (023)",9799,2838,449,130,6391
"Secundaria (024)",4431,1198,376,68,2793
"Sup. no Univ. Incompleta (025)",324,21,50,2,251
"Sup. no Univ. Completa (026)",532,17,275,17,224
"Sup. Univ. Incompleta (027)",129,5,33,1,90
"Sup. Univ. Completa (028)",297,12,182,12,95
,,,,,
"URBANA (030)",8728,1667,2011,328,4751
"Sin Nivel (031)",820,265,126,16,416
"Educación Inicial (032)",268,135,72,9,53
"Primaria (033)",2981,715,474,97,1702
"Secundaria (034)",2728,484,475,84,1692
"Sup. no Univ. Incompleta (035)",420,22,72,12,316
"Sup. no Univ. Completa (036)",777,21,403,65,291
"Sup. Univ. Incompleta (037)",210,8,65,16,121
"Sup. Univ. Completa (038)",524,17,324,29,160
"Hombres (040)",4323,789,1010,198,2339
"Sin Nivel (041)",306,115,60,8,124
"Educación Inicial (042)",135,72,32,5,27
"Primaria (043)",1385,325,235,38,789
"Secundaria (044)",1484,248,244,50,945
"Sup. no Univ. Incompleta (045)",213,11,34,10,160
"Sup. no Univ. Completa (046)",397,7,189,54,149
"Sup. Univ. Incompleta (047)",115,3,40,15,57
"Sup. Univ. Completa (048)",288,8,176,18,88
"Mujeres (050)",4405,878,1001,130,2412
"Sin Nivel (051)",514,150,66,8,292
"Educación Inicial (052)",133,63,40,4,26
"Primaria (053)",1596,390,239,59,913
"Secundaria (054)",1244,236,231,34,747
"Sup. no Univ. Incompleta (055)",207,11,38,2,156
"Sup. no Univ. Completa (056)",380,14,214,11,142
"Sup. Univ. Incompleta (057)",95,5,25,1,64
"Sup. Univ. Completa (058)",236,9,148,11,72
,,,,,
"RURAL (060)",32664,9308,1287,304,21778
"Sin Nivel (061)",6155,1724,210,48,4174
"Educación Inicial (062)",944,696,33,15,202
"Primaria (063)",16769,4865,487,150,11275
"Secundaria (064)",7924,1995,282,71,5577
"Sup. no Univ. Incompleta (065)",275,13,28,3,232
"Sup. no Univ. Completa (066)",350,11,133,12,194
"Sup. Univ. Incompleta (067)",90,1,23,1,65
"Sup. Univ. Completa (068)",157,3,91,4,59
"Hombres (070)",16435,4643,680,153,10965
"Sin Nivel (071)",2139,831,88,16,1204
"Educación Inicial (072)",485,350,18,8,109
"Primaria (073)",8566,2417,277,79,5797
"Secundaria (074)",4737,1033,137,37,3531
"Sup. no Univ. Incompleta (075)",158,3,16,3,137
"Sup. no Univ. Completa (076)",198,8,72,6,112
"Sup. Univ. Incompleta (077)",56,1,15,1,39
"Sup. Univ. Completa (078)",96,,57,3,36
"Mujeres (080)",16229,4665,607,151,10813
"Sin Nivel (081)",4016,893,122,32,2970
"Educación Inicial (082)",459,346,15,7,93
"Primaria (083)",8203,2448,210,71,5478
"Secundaria (084)",3187,962,145,34,2046
"Sup. no Univ. Incompleta (085)",117,10,12,,95
"Sup. no Univ. Completa (086)",152,3,61,6,82
"Sup. Univ. Incompleta (087)",34,,8,,26
"Sup. Univ. Completa (088)",61,3,34,1,23
