"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia GRAN CHIMU (000)",10568,1189,2691,4750,117,1258,209,354
"Agric., ganadería, caza y silvicultura (001)",6398,5,1424,3799,69,1101,,
"Explotación de minas y canteras (003)",1205,286,883,31,4,1,,
"Industrias manufactureras (004)",170,13,51,89,6,11,,
"Suministro de electricidad, gas y agua (005)",13,2,11,,,,,
"Construcción (006)",236,4,172,45,2,13,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",551,60,6,411,13,61,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",28,1,2,25,,,,
"Comercio al por mayor (009)",35,4,3,21,3,4,,
"Comercio al por menor (010)",488,55,1,365,10,57,,
"Hoteles y restaurantes (011)",189,50,15,97,15,12,,
"Trans., almac. y comunicaciones (012)",175,60,57,55,3,,,
"Intermediación financiera (013)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (014)",56,46,5,3,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",122,106,16,,,,,
"Enseñanza (016)",487,422,,65,,,,
"Servicios sociales y de salud (017)",70,61,,9,,,,
"Otras activ. serv.comun.soc y personales (018)",86,44,8,30,1,3,,
"Hogares privados con servicio doméstico (019)",209,,,,,,209,
"Actividad economica no especificada (021)",245,28,43,116,2,56,,
"Desocupado (022)",354,,,,,,,354
"Hombres (023)",9054,736,2573,4235,100,1101,12,297
"Agric., ganadería, caza y silvicultura (024)",6232,4,1381,3737,67,1043,,
"Explotación de minas y canteras (026)",1142,254,852,31,4,1,,
"Industrias manufactureras (027)",118,8,44,55,4,7,,
"Suministro de electricidad, gas y agua (028)",12,2,10,,,,,
"Construcción (029)",234,4,170,45,2,13,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",292,33,6,223,10,20,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",25,1,2,22,,,,
"Comercio al por mayor (032)",26,3,3,17,3,,,
"Comercio al por menor (033)",241,29,1,184,7,20,,
"Hoteles y restaurantes (034)",49,13,8,17,6,5,,
"Trans., almac. y comunicaciones (035)",169,56,56,54,3,,,
"Intermediación financiera (036)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (037)",45,36,4,3,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",91,77,14,,,,,
"Enseñanza (039)",210,184,,26,,,,
"Servicios sociales y de salud (040)",30,23,,7,,,,
"Otras activ. serv.comun.soc y personales (041)",50,28,2,17,1,2,,
"Hogares privados con servicio doméstico (042)",12,,,,,,12,
"Actividad economica no especificada (044)",70,13,26,20,1,10,,
"Desocupado (045)",297,,,,,,,297
"Mujeres (046)",1514,453,118,515,17,157,197,57
"Agric., ganadería, caza y silvicultura (047)",166,1,43,62,2,58,,
"Explotación de minas y canteras (049)",63,32,31,,,,,
"Industrias manufactureras (050)",52,5,7,34,2,4,,
"Suministro de electricidad, gas y agua (051)",1,,1,,,,,
"Construcción (052)",2,,2,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",259,27,,188,3,41,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",3,,,3,,,,
"Comercio al por mayor (055)",9,1,,4,,4,,
"Comercio al por menor (056)",247,26,,181,3,37,,
"Hoteles y restaurantes (057)",140,37,7,80,9,7,,
"Trans., almac. y comunicaciones (058)",6,4,1,1,,,,
"Intermediación financiera (059)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (060)",11,10,1,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",31,29,2,,,,,
"Enseñanza (062)",277,238,,39,,,,
"Servicios sociales y de salud (063)",40,38,,2,,,,
"Otras activ. serv.comun.soc y personales (064)",36,16,6,13,,1,,
"Hogares privados con servicio doméstico (065)",197,,,,,,197,
"Actividad economica no especificada (067)",175,15,17,96,1,46,,
"Desocupado (068)",57,,,,,,,57
,,,,,,,,
"URBANA (069)",2409,558,595,885,56,172,77,66
"Agric., ganadería, caza y silvicultura (070)",767,1,314,347,23,82,,
"Explotación de minas y canteras (072)",113,6,103,4,,,,
"Industrias manufactureras (073)",99,11,25,48,5,10,,
"Suministro de electricidad, gas y agua (074)",5,,5,,,,,
"Construcción (075)",116,4,84,25,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",373,45,4,269,9,46,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",16,,1,15,,,,
"Comercio al por mayor (078)",27,3,3,15,2,4,,
"Comercio al por menor (079)",330,42,,239,7,42,,
"Hoteles y restaurantes (080)",123,28,6,65,15,9,,
"Trans., almac. y comunicaciones (081)",101,39,29,33,,,,
"Intermediación financiera (082)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (083)",29,24,1,3,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",95,85,10,,,,,
"Enseñanza (085)",259,225,,34,,,,
"Servicios sociales y de salud (086)",53,47,,6,,,,
"Otras activ. serv.comun.soc y personales (087)",64,30,3,28,1,2,,
"Hogares privados con servicio doméstico (088)",77,,,,,,77,
"Actividad economica no especificada (090)",68,12,11,23,,22,,
"Desocupado (091)",66,,,,,,,66
"Hombres (092)",1688,294,561,628,42,105,5,53
"Agric., ganadería, caza y silvicultura (093)",742,,306,337,22,77,,
"Explotación de minas y canteras (095)",104,4,96,4,,,,
"Industrias manufactureras (096)",64,6,21,27,3,7,,
"Suministro de electricidad, gas y agua (097)",5,,5,,,,,
"Construcción (098)",114,4,82,25,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",192,22,4,148,7,11,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",14,,1,13,,,,
"Comercio al por mayor (101)",20,2,3,13,2,,,
"Comercio al por menor (102)",158,20,,122,5,11,,
"Hoteles y restaurantes (103)",24,2,2,11,6,3,,
"Trans., almac. y comunicaciones (104)",95,35,28,32,,,,
"Activid.inmobil., empres. y alquileres (106)",23,18,1,3,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",68,60,8,,,,,
"Enseñanza (108)",113,100,,13,,,,
"Servicios sociales y de salud (109)",23,18,,5,,,,
"Otras activ. serv.comun.soc y personales (110)",41,20,1,17,1,2,,
"Hogares privados con servicio doméstico (111)",5,,,,,,5,
"Actividad economica no especificada (113)",22,5,7,6,,4,,
"Desocupado (114)",53,,,,,,,53
"Mujeres (115)",721,264,34,257,14,67,72,13
"Agric., ganadería, caza y silvicultura (116)",25,1,8,10,1,5,,
"Explotación de minas y canteras (118)",9,2,7,,,,,
"Industrias manufactureras (119)",35,5,4,21,2,3,,
"Construcción (121)",2,,2,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",181,23,,121,2,35,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",2,,,2,,,,
"Comercio al por mayor (124)",7,1,,2,,4,,
"Comercio al por menor (125)",172,22,,117,2,31,,
