"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia MAYNAS",,,,,,,,,
"Viviendas particulares (001)",96113,40720,3991,4668,3771,18784,16339,5105,2735
"Ocupantes presentes (002)",486072,208943,19201,23273,18319,92065,84862,26198,13211
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",79437,37102,3275,4186,3669,16509,7346,4908,2442
"Ocupantes presentes (005)",410603,197773,17036,20913,17859,81378,38596,25330,11718
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",534,503,25,,,,,6,
"Ocupantes presentes (008)",1755,1629,98,,,,,28,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",3447,2765,620,,,,,62,
"Ocupantes presentes (011)",10105,8077,1792,,,,,236,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",381,196,32,32,10,63,25,17,6
"Ocupantes presentes (014)",1723,880,105,141,52,275,127,114,29
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",11567,,,349,42,1945,8925,54,252
"Ocupantes presentes (017)",58766,,,1758,205,9153,46031,253,1366
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",571,86,37,94,37,243,14,37,23
"Ocupantes presentes (020)",2600,391,163,443,172,1154,47,164,66
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",139,68,2,6,4,24,13,14,8
"Ocupantes presentes (023)",424,193,7,11,8,105,23,50,27
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",37,,,1,9,,16,7,4
"Ocupantes presentes (026)",96,,,7,23,,38,23,5
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",76743,40681,3940,3869,3686,15754,1588,4962,2263
"Ocupantes presentes (029)",386891,208743,18972,19109,17892,77741,8231,25515,10688
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",71654,37063,3224,3737,3627,15427,1533,4819,2224
"Ocupantes presentes (032)",370225,197573,16807,18509,17639,76212,8018,24900,10567
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",534,503,25,,,,,6,
"Ocupantes presentes (035)",1755,1629,98,,,,,28,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",3447,2765,620,,,,,62,
"Ocupantes presentes (038)",10105,8077,1792,,,,,236,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",381,196,32,32,10,63,25,17,6
"Ocupantes presentes (041)",1723,880,105,141,52,275,127,114,29
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",571,86,37,94,37,243,14,37,23
"Ocupantes presentes (047)",2600,391,163,443,172,1154,47,164,66
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",124,68,2,5,3,21,4,14,7
"Ocupantes presentes (050)",394,193,7,9,6,100,7,50,22
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",32,,,1,9,,12,7,3
"Ocupantes presentes (053)",89,,,7,23,,32,23,4
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",19370,39,51,799,85,3030,14751,143,472
"Ocupantes presentes (056)",99181,200,229,4164,427,14324,76631,683,2523
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",7783,39,51,449,42,1082,5813,89,218
"Ocupantes presentes (059)",40378,200,229,2404,220,5166,30578,430,1151
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",11567,,,349,42,1945,8925,54,252
"Ocupantes presentes (071)",58766,,,1758,205,9153,46031,253,1366
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",15,,,1,1,3,9,,1
"Ocupantes presentes (077)",30,,,2,2,5,16,,5
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",5,,,,,,4,,1
"Ocupantes presentes (080)",7,,,,,,6,,1
