"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia AYMARAES",,,,,,,,,
"Viviendas particulares (001)",2649,245,479,472,429,26,16,17,965
"Ocupantes presentes (002)",9102,787,1563,1711,1399,81,48,70,3443
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2549,242,442,443,413,26,14,16,953
"Ocupantes presentes (005)",8818,781,1452,1627,1359,81,46,62,3410
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",7,,3,1,,,,,3
"Ocupantes presentes (008)",17,,13,1,,,,,3
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",14,,,11,2,,1,,
"Ocupantes presentes (011)",44,,,34,9,,1,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",78,3,33,17,14,,1,1,9
"Ocupantes presentes (014)",222,6,97,49,31,,1,8,30
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,1,,,,,,
"Ocupantes presentes (023)",1,,1,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1684,221,446,421,374,23,16,17,166
"Ocupantes presentes (029)",5584,697,1439,1524,1204,74,48,70,528
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1584,218,409,392,358,23,14,16,154
"Ocupantes presentes (032)",5300,691,1328,1440,1164,74,46,62,495
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",7,,3,1,,,,,3
"Ocupantes presentes (035)",17,,13,1,,,,,3
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",14,,,11,2,,1,,
"Ocupantes presentes (038)",44,,,34,9,,1,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",78,3,33,17,14,,1,1,9
"Ocupantes presentes (041)",222,6,97,49,31,,1,8,30
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,1,,,,,,
"Ocupantes presentes (050)",1,,1,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",965,24,33,51,55,3,,,799
"Ocupantes presentes (056)",3518,90,124,187,195,7,,,2915
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",965,24,33,51,55,3,,,799
"Ocupantes presentes (059)",3518,90,124,187,195,7,,,2915
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
