"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia JUNIN (000)",12096,32444,28333,,424,87.3,1.3
"De 12 a 14 años (001)",1154,8,8,,,100,
"De 15 a 19 años (002)",1576,132,132,39,100,29.5,
"De 20 a 24 años (003)",1254,832,802,114,96.4,13.7,
"De 25 a 29 años (004)",1045,1411,1353,104,95.9,7.4,
"De 30 a 34 años (005)",948,2107,1969,78,93.5,3.7,
"De 35 a 39 años (006)",1048,3051,2816,53,92.3,1.7,
"De 40 a 44 años (007)",971,3448,3175,31,92.1,0.9,
"De 45 a 49 años (008)",859,3653,3317,5,90.8,0.1,
"De 50 y más años (009)",3241,17802,14761,,82.9,,
"PEA (010)",3167,8235,7387,86,89.7,1,
"De 12 a 14 años (011)",29,3,3,,100,,
"De 15 a 19 años (012)",161,26,26,6,100,23.1,
"De 20 a 24 años (013)",335,181,170,23,93.9,12.7,
"De 25 a 29 años (014)",364,362,353,24,97.5,6.6,
"De 30 a 34 años (015)",337,565,528,17,93.5,3,
"De 35 a 39 años (016)",383,879,816,8,92.8,0.9,
"De 40 a 44 años (017)",364,1073,1000,7,93.2,0.7,
"De 45 a 49 años (018)",334,1185,1096,1,92.5,0.1,
"De 50 y más años (019)",860,3961,3395,,85.7,,
"Ocupada (020)",3006,8047,7210,79,89.6,1,
"De 12 a 14 años (021)",27,3,3,,100,,
"De 15 a 19 años (022)",133,23,23,5,100,21.7,
"De 20 a 24 años (023)",292,170,159,20,93.5,11.8,
"De 25 a 29 años (024)",339,345,336,24,97.4,7,
"De 30 a 34 años (025)",320,545,509,15,93.4,2.8,
"De 35 a 39 años (026)",367,851,790,7,92.8,0.8,
"De 40 a 44 años (027)",355,1057,985,7,93.2,0.7,
"De 45 a 49 años (028)",325,1146,1059,1,92.4,0.1,
"De 50 y más años (029)",848,3907,3346,,85.6,,
"Desocupada (030)",161,188,177,7,94.1,3.7,
"De 12 a 14 años (031)",2,,,,,,
"De 15 a 19 años (032)",28,3,3,1,100,33.3,
"De 20 a 24 años (033)",43,11,11,3,100,27.3,
"De 25 a 29 años (034)",25,17,17,,100,,
"De 30 a 34 años (035)",17,20,19,2,95,10,
"De 35 a 39 años (036)",16,28,26,1,92.9,3.6,
"De 40 a 44 años (037)",9,16,15,,93.8,,
