"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia BARRANCA (000)",2129,416,1713
"De 14 a 29 años (001)",1123,337,786
"De 30 a 44 años (002)",581,70,511
"De 45 a 64 años (003)",362,9,353
"De 65 y más años (004)",63,,63
"Hombres (005)",1531,267,1264
"De 14 a 29 años (006)",765,215,550
"De 30 a 44 años (007)",413,48,365
"De 45 a 64 años (008)",295,4,291
"De 65 y más años (009)",58,,58
"Mujeres (010)",598,149,449
"De 14 a 29 años (011)",358,122,236
"De 30 a 44 años (012)",168,22,146
"De 45 a 64 años (013)",67,5,62
"De 65 y más años (014)",5,,5
,,,
"AREA URBANA (015)",1922,379,1543
"De 14 a 29 años (016)",1006,303,703
"De 30 a 44 años (017)",537,67,470
"De 45 a 64 años (018)",323,9,314
"De 65 y más años (019)",56,,56
"Hombres (020)",1363,241,1122
"De 14 a 29 años (021)",676,191,485
"De 30 a 44 años (022)",374,46,328
"De 45 a 64 años (023)",261,4,257
"De 65 y más años (024)",52,,52
"Mujeres (025)",559,138,421
"De 14 a 29 años (026)",330,112,218
"De 30 a 44 años (027)",163,21,142
"De 45 a 64 años (028)",62,5,57
"De 65 y más años (029)",4,,4
,,,
"AREA RURAL (030)",207,37,170
"De 14 a 29 años (031)",117,34,83
"De 30 a 44 años (032)",44,3,41
"De 45 a 64 años (033)",39,,39
"De 65 y más años (034)",7,,7
"Hombres (035)",168,26,142
"De 14 a 29 años (036)",89,24,65
"De 30 a 44 años (037)",39,2,37
"De 45 a 64 años (038)",34,,34
"De 65 y más años (039)",6,,6
"Mujeres (040)",39,11,28
"De 14 a 29 años (041)",28,10,18
"De 30 a 44 años (042)",5,1,4
"De 45 a 64 años (043)",5,,5
"De 65 y más años (044)",1,,1
