"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia YAROWILCA (000)",270,87,183
"Sin nivel (001)",10,2,8
"Primaria (003)",86,20,66
"Secundaria (004)",139,48,91
"Superior no univ. incompleta (005)",4,2,2
"Superior no univ. completa (006)",11,7,4
"Superior univ. incompleta (007)",4,1,3
"Superior univ. completa (008)",16,7,9
"De 14 a 29 años (010)",160,65,95
"Sin nivel (011)",2,1,1
"Primaria (013)",28,10,18
"Secundaria (014)",106,41,65
"Superior no univ. incompleta (015)",3,1,2
"Superior no univ. completa (016)",7,5,2
"Superior univ. incompleta (017)",4,1,3
"Superior univ. completa (018)",10,6,4
"De 30 a 44 años (020)",63,16,47
"Sin nivel (021)",1,1,
"Primaria (023)",30,7,23
"Secundaria (024)",22,4,18
"Superior no univ. incompleta (025)",1,1,
"Superior no univ. completa (026)",4,2,2
"Superior univ. completa (028)",5,1,4
"De 45 a 64 años (030)",37,6,31
"Sin nivel (031)",2,,2
"Primaria (033)",23,3,20
"Secundaria (034)",11,3,8
"Superior univ. completa (038)",1,,1
"De 65 y más años (040)",10,,10
"Sin nivel (041)",5,,5
"Primaria (043)",5,,5
,,,
"AREA URBANA (050)",132,52,80
"Sin nivel (051)",4,1,3
"Primaria (053)",40,8,32
"Secundaria (054)",63,30,33
"Superior no univ. incompleta (055)",3,2,1
"Superior no univ. completa (056)",7,4,3
"Superior univ. incompleta (057)",3,,3
"Superior univ. completa (058)",12,7,5
"De 14 a 29 años (060)",78,41,37
"Sin nivel (061)",2,1,1
"Primaria (063)",12,4,8
"Secundaria (064)",46,26,20
"Superior no univ. incompleta (065)",2,1,1
"Superior no univ. completa (066)",5,3,2
"Superior univ. incompleta (067)",3,,3
"Superior univ. completa (068)",8,6,2
"De 30 a 44 años (070)",33,9,24
"Primaria (073)",13,2,11
"Secundaria (074)",13,4,9
"Superior no univ. incompleta (075)",1,1,
"Superior no univ. completa (076)",2,1,1
"Superior univ. completa (078)",4,1,3
"De 45 a 64 años (080)",17,2,15
"Sin nivel (081)",1,,1
"Primaria (083)",12,2,10
"Secundaria (084)",4,,4
"De 65 y más años (090)",4,,4
"Sin nivel (091)",1,,1
"Primaria (093)",3,,3
,,,
"AREA RURAL (100)",138,35,103
"Sin nivel (101)",6,1,5
"Primaria (103)",46,12,34
"Secundaria (104)",76,18,58
"Superior no univ. incompleta (105)",1,,1
"Superior no univ. completa (106)",4,3,1
"Superior univ. incompleta (107)",1,1,
"Superior univ. completa (108)",4,,4
"De 14 a 29 años (110)",82,24,58
"Primaria (113)",16,6,10
"Secundaria (114)",60,15,45
"Superior no univ. incompleta (115)",1,,1
"Superior no univ. completa (116)",2,2,
"Superior univ. incompleta (117)",1,1,
"Superior univ. completa (118)",2,,2
"De 30 a 44 años (120)",30,7,23
"Sin nivel (121)",1,1,
"Primaria (123)",17,5,12
"Secundaria (124)",9,,9
"Superior no univ. completa (126)",2,1,1
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",20,4,16
"Sin nivel (131)",1,,1
"Primaria (133)",11,1,10
"Secundaria (134)",7,3,4
"Superior univ. completa (138)",1,,1
"De 65 y más años (140)",6,,6
"Sin nivel (141)",4,,4
"Primaria (143)",2,,2
