"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia YUNGAY (000)",26553,20243,6310
"De 3 a 5 años (001)",3712,163,3549
"De 6 a 11 años (002)",8192,6520,1672
"De 12 a 16 años (003)",6661,6396,265
"De 17 a 24 años (004)",7988,7164,824
"Hombres (005)",13314,10495,2819
"De 3 a 5 años (006)",1877,77,1800
"De 6 a 11 años (007)",4076,3290,786
"De 12 a 16 años (008)",3355,3284,71
"De 17 a 24 años (009)",4006,3844,162
"Mujeres (010)",13239,9748,3491
"De 3 a 5 años (011)",1835,86,1749
"De 6 a 11 años (012)",4116,3230,886
"De 12 a 16 años (013)",3306,3112,194
"De 17 a 24 años (014)",3982,3320,662
,,,
"URBANA (015)",5890,5005,885
"De 3 a 5 años (016)",698,54,644
"De 6 a 11 años (017)",1582,1412,170
"De 12 a 16 años (018)",1423,1408,15
"De 17 a 24 años (019)",2187,2131,56
"Hombres (020)",3078,2654,424
"De 3 a 5 años (021)",359,29,330
"De 6 a 11 años (022)",820,745,75
"De 12 a 16 años (023)",716,710,6
"De 17 a 24 años (024)",1183,1170,13
"Mujeres (025)",2812,2351,461
"De 3 a 5 años (026)",339,25,314
"De 6 a 11 años (027)",762,667,95
"De 12 a 16 años (028)",707,698,9
"De 17 a 24 años (029)",1004,961,43
,,,
"RURAL (030)",20663,15238,5425
"De 3 a 5 años (031)",3014,109,2905
"De 6 a 11 años (032)",6610,5108,1502
"De 12 a 16 años (033)",5238,4988,250
"De 17 a 24 años (034)",5801,5033,768
"Hombres (035)",10236,7841,2395
"De 3 a 5 años (036)",1518,48,1470
"De 6 a 11 años (037)",3256,2545,711
"De 12 a 16 años (038)",2639,2574,65
"De 17 a 24 años (039)",2823,2674,149
"Mujeres (040)",10427,7397,3030
"De 3 a 5 años (041)",1496,61,1435
"De 6 a 11 años (042)",3354,2563,791
"De 12 a 16 años (043)",2599,2414,185
"De 17 a 24 años (044)",2978,2359,619
